"text","text_en","cmp_code","eu_code"
"Wir wollen es befreien aus dem Griff der „ruhigen Hand“ dieser Bundesregierung, die Stillstand über das Land gebracht hat, die unsere Chancen vergibt anstatt unsere Zukunft zu sichern.","We want to free it from the grip of the ""steady hand"" of this federal government that has brought gridlock to the country, that is squandering our opportunities instead of securing our future.","305",NA
"Deutschland braucht jetzt eine Regierung mit Kompetenz, eine Regierung der Chancen für den einzelnen und für das Land, eine Regierung mit einer klaren Strategie für einen neuen Aufschwung und neue Sicherheit.","Germany now needs a government with competence, a government of opportunity for the individual and for the country, a government with a clear strategy for a new upswing and new security.","305",NA
"Und Deutschland braucht jetzt eine Regierung, die Werte verkörpert und zu Prinzipien ihrer Politik macht: dazu zählt die Orientierung am christlichen Menschenbild","And Germany now needs a government that embodies values and makes them the principles of its policies: this includes orientation toward the Christian image of man","603",NA
"und dazu zählt auch die Liebe zu unserem Land.","and this also includes love for our country.","601",NA
"Wir bekennen uns zur Vielfalt unseres Landes","We are committed to the diversity of our country","607",NA
"und zu Deutschland als Vaterland.","and to Germany as a fatherland.","601",NA
"Heimat gibt Halt.","Home gives support.","601",NA
"Heimat – das sind menschliche Bindungen und kulturelle Traditionen, und Selbstbewusstsein.","Homeland - that is human ties and cultural traditions, and self-confidence.","601",NA
"Unser Einsatz für Deutschland gründet auf einem aufgeklärten Patriotismus.","Our commitment to Germany is based on enlightened patriotism.","601",NA
"Er verleiht uns die Kraft, die Zukunft mit all ihren Herausforderungen zu meistern.","It gives us the strength to master the future with all its challenges.","601",NA
"Zusammen werden wir Deutschland wieder zu einer starken und leistungsfähigen Nation machen,","Together, we will make Germany once again a strong and capable nation","601",NA
"die fest in Europa verwurzelt ist","that is firmly rooted in Europe","108",NA
"und zugleich ihre nationalen Interessen zu vertreten weiß.","and at the same time knows how to defend its national interests.","601",NA
"Leistung ist der erste Schlüssel für die Zukunft.","Performance is the first key to the future.",NA,NA
"Die Deutschen sind bereit, etwas zu leisten – für sich und für andere.","Germans are willing to make a contribution - for themselves and for others.","601",NA
"Wir sorgen dafür, dass sich die Leistungsbereitschaft der schweigenden Mehrheit – von der Krankenschwester bis zum Unternehmer, von der Existenzgründerin bis zum Streifenpolizisten – wieder entfalten kann und gerecht honoriert wird:","We ensure that the willingness to perform of the silent majority - from nurses to entrepreneurs, from start-ups to patrol officers - can once again unfold and be fairly rewarded:","401",NA
"dadurch, dass Geringverdiener besser dastehen als Leistungsempfänger;","by ensuring that low-income earners are better off than benefit recipients; by ensuring that","401",NA
"dadurch, dass Normalverdiener netto mehr von ihrem Lohn und Gehalt übrig behalten;","normal earners retain more of their wages and salaries in net terms; by ensuring that","401",NA
"dadurch, dass der Mittelstand im Zentrum der Wirtschaftspolitik steht;","the middle class is at the center of economic policy;","403",NA
"und dadurch, dass Eltern, die Kinder erziehen und damit viel leisten, fair behandelt werden.","and by ensuring that parents who raise children and thus achieve a great deal are treated fairly.","603",NA
"Eine starke Wirtschaft ist die Voraussetzung für einen Staat, der viel für seine Bürger leisten kann.","A strong economy is a prerequisite for a state that can do a lot for its citizens.","408",NA
"Wir führen unser Land, dieses starke Land, wieder dahin, wo es hingehört: in die europäische Spitzengruppe.","We are taking our country, this strong country, back to where it belongs: among the European leaders.","601",NA
"Wir dürfen nicht länger zurückfallen im europäischen Vergleich in punkto Arbeitslosigkeit,","We must no longer fall behind in European comparison in terms of unemployment,","408",NA
"bei den Wachstumszahlen","growth figures","410",NA
"und den Staatsfinanzen.","and public finances.","414",NA
"Mit uns gibt es nachhaltiges Wirtschaftswachstum.","With us, there is sustainable economic growth.","410",NA
"Sicherheit ist der zweite Schlüssel für die Zukunft.","Safety is the second key to the future.",NA,NA
"Wir schaffen neue Sicherheit da, wo sich alte Sicherheiten auflösen: In der Alterssicherung ebenso wie im Gesundheitswesen geben wir die Richtung in die Zukunft vor – damit die Bürger in Deutschland wieder Vertrauen fassen in die Sicherheit, die ihnen die Solidargemeinschaft bietet.","We are creating new security where old security is disappearing: We are setting the direction for the future in both pension provision and healthcare - so that German citizens can regain confidence in the security offered by the community of solidarity.","504",NA
"Neue Sicherheit schaffen wir auch für Familien","We are also creating new security for families","603",NA
"und für junge Menschen, die einen Anspruch auf eine optimale Ausbildung haben.","and for young people, who are entitled to the best possible education.","706",NA
"Deutschland braucht neue Sicherheit.","Germany needs new security.","605",NA
"Die Union steht an der Seite derer, die unsere Sicherheit garantieren.","The Union stands with those who guarantee our security.","605",NA
"Wir bekämpfen entschieden Kriminalität.","We are resolutely fighting crime.","605",NA
"Und wir machen Deutschland wieder zum verlässlichen Partner in einer Welt vielfältiger, veränderter Bedrohungsszenarien.","And we are making Germany a reliable partner again in a world of diverse, changing threat scenarios.","107",NA
"Wir Christliche Demokraten und Christsozialen legen gemeinsam unser Regierungsprogramm vor – als eine Union für Deutschland.","We Christian Democrats and Christian Socialists are jointly presenting our government program - as one Union for Germany.","305",NA
"Es ist ein ehrgeiziges Programm und es ist ein ehrliches Programm.","It is an ambitious program and it is an honest program.","305",NA
"Jeder kann sich darauf verlassen, dass wir den Worten Taten folgen lassen.","Everyone can count on us to walk the talk.","305",NA
"Wir haben Resultate zu bieten.","We have results to offer.","305",NA
"Die Bilanz unionsregierter Länder beweist: Man kann auch gut regieren.","The record of Union-governed countries proves: It is also possible to govern well.","305",NA
"Das ist unser Angebot für Deutschland: Ein Regierungsprogramm mit einem klaren Projekt: Leistung und Sicherheit.","This is our offer for Germany: a government program with a clear project: performance and security.","305",NA
"Und mit Edmund Stoiber ein Kanzlerkandidat, der handelt, weil er weiß: Es ist Zeit für Taten.","And in Edmund Stoiber, a candidate for chancellor who acts because he knows: It's time for action.","305",NA
"Arbeit und Wohlstand für alle","Work and prosperity for all",NA,NA
"Deutschland darf nicht länger Schlusslicht beim Wachstum","Germany must no longer bring up the rear in terms of growth","410",NA
"und bei der Bekämpfung der Arbeitslosigkeit sein.","and the fight against unemployment.","701",NA
"Die Rote Laterne des europäischen Wirtschaftszuges ist kein unabänderliches Schicksal.","The red lantern of the European economic train is not an unalterable fate.","408",NA
"Die Menschen in unserem Land leisten gute Arbeit.","The people in our country are doing a good job.","701",NA
"Deutschland hat das Potenzial, wieder zum wirtschaftlichen Motor Europas zu werden.","Germany has the potential to become Europe's economic engine once again.","601",NA
"Aber eine falsche Regierungspolitik verschenkt die wichtigsten Chancen.","But the wrong government policies are giving away the most important opportunities.","305",NA
"Wir wollen den Menschen in Deutschland diese Chancen wieder eröffnen.","We want to open up these opportunities again for people in Germany.","305",NA
"Größere wirtschaftliche Freiheit","Greater economic freedom","401",NA
"und verlässlichere finanzielle Sicherheit sind möglich.","and more reliable financial security are possible.","403",NA
"Unsere wichtigsten politischen Ziele sind Arbeit und Wohlstand für alle.","Our main political goals are jobs and prosperity for all.","503",NA
"Die Herausforderungen des 21. Jahrhunderts verlangen neue Antworten.","The challenges of the 21st century demand new answers.","305",NA
"In unübersichtlichem Gelände findet nur einen Weg, wer sich zu orientieren weiß.","In confusing terrain, only those who know how to orient themselves will find a way.","305",NA
"Unsere Politik folgt einem bewährten Kompass.","Our policy follows a proven compass.","305",NA
"Die Soziale Marktwirtschaft als ordnungspolitische Leitidee weist auch im 21. Jahrhundert den humansten, effizientesten und besten Weg.","The social market economy as a guiding principle of regulatory policy continues to point the most humane, efficient and best way forward in the 21st century.","403",NA
"Die Union hat die vergangenen Jahre genutzt, diese Leitidee zu erneuern und zu revitalisieren.","The Union has used the past few years to renew and revitalize this guiding principle.","403",NA
"So bietet sie die beste Grundlage, auf Globalisierung, technische Revolutionen, Wandel der Arbeitswelt, demografische Umbrüche und ökologische Herausforderungen gleichermaßen zukunftsfähige wie konsensfähige Antworten zu geben.","In this way, it offers the best basis for providing sustainable and consensual answers to globalization, technical revolutions, changes in the world of work, demographic upheavals and ecological challenges.","403",NA
"Die erneuerte Soziale Marktwirtschaft ermutigt zur Freiheit und setzt Anreize für Eigenverantwortung.","The renewed social market economy encourages freedom and sets incentives for personal responsibility.","505",NA
"Mit ihrer Hilfe stärken wir die Leistungskraft Deutschlands.","With their help, we are strengthening Germany's performance capacity.","403",NA
"Denn wenn wir bei Wohlstand und Einkommen in der Spitze bleiben wollen, müssen wir auch bei der Leistung Spitze sein.","Because if we want to remain at the top in terms of prosperity and income, we also have to be at the top in terms of performance.","410",NA
"Dazu haben wir das Programm „3 mal 40 Prozent“ entwickelt.","To this end, we have developed the ""3 times 40 percent"" program.","000",NA
"Es steht für niedrige Steuern,","It stands for low taxes,","408",NA
"stabile Sozialversicherungen","stable social security","504",NA
"und einen sparsamen Staat.","and a thrifty state.","414",NA
"Motor für Wachstum und Arbeitsplätze:","engine for growth and jobs:",NA,NA
"Programm „3 x 40“","Program ""3 x 40",NA,NA
"Wir wollen die brachliegenden Kräfte für mehr Wachstum in Deutschland nutzen.","We want to use the untapped potential for more growth in Germany.","410",NA
"Die lähmenden Wirkungen übermäßiger Bürokratie,","The crippling effects of excessive bureaucracy,","303",NA
"Steuer- und Abgabenlast müssen beseitigt werden.","tax and duty burdens must be eliminated.","402",NA
"Freiheit und Eigentum, Eigenverantwortung und Privatinitiative sollen wieder die dominierenden Triebfedern der wirtschaftlichen Entwicklung werden.","Freedom and property, personal responsibility and private initiative should once again become the dominant drivers of economic development.","401",NA
"Wir werden deshalb die Staatsquote, den Anteil der Ausgaben der öffentlichen Hand an der gesamtwirtschaftlichen Leistung, von derzeit knapp 50% schrittweise und - 7 - dauerhaft auf unter 40% senken.","We will therefore gradually and - 7 - permanently reduce the public spending ratio, i.e. the share of public spending in total economic output, from the current level of just under 50% to below 40%.","401",NA
"Damit bewahren wir den Staat, die öffentlichen Haushalte und die sozialen Sicherungssysteme besser vor Überforderung und Überschuldung.","In this way, we better protect the state, public budgets and social security systems from excessive demands and overindebtedness.","414",NA
"Wir wollen den Spitzensteuersatz auf unter 40% senken.","We want to reduce the top tax rate to below 40%.","701",NA
"Mit jedem Schritt in diese Richtung geben wir dem Bürger ein Stück seiner eigenen Leistung und seiner wirtschaftlichen Entfaltungsfreiheit zurück.","With every step in this direction, we give citizens back a piece of their own achievement and their economic freedom of development.","401",NA
"Um die wirtschaftlichen Antriebskräfte nachhaltig zu stärken, werden wir den Zuwachs der Staatsausgaben deutlich begrenzen.","In order to sustainably strengthen the economic drivers, we will significantly limit the growth in government spending.","414",NA
"Die Wachstumsrate des Bundeshaushalts muss konsequent niedriger gehalten werden als das Wirtschaftswachstum.","The growth rate of the federal budget must be consistently kept lower than economic growth.","414",NA
"Privatisierung und Marktöffnung werden der unternehmerischen Initiative mehr Raum verschaffen.","Privatization and market liberalization will give more room to entrepreneurship.","401",NA
"Dies gilt insbesondere für den Post- und Telekommunikations-, den Verkehrs- und den Ver- und Entsorgungsbereich.","This applies in particular to the postal and telecommunications, transport, and supply and disposal sectors.","401",NA
"Zukunftsträchtige Branchen brauchen freie Betätigungsfelder, nicht enge Nischen.","Industries with a promising future need free fields of activity, not narrow niches.","401",NA
"Dann entwickeln sie ungeahnte Beschäftigungsmöglichkeiten, neue Berufe und technologische Hochleistungen.","Then they develop unimagined employment opportunities, new professions and technological feats.","411",NA
"Die Höhe der Sozialversicherungsbeiträge ist nach wie vor ein Bremsklotz gegen mehr wirtschaftliche Dynamik.","The level of social security contributions continues to be a brake on more economic dynamism.","402",NA
"Wir werden alle Spielräume nutzen, die Beitragssätze zu senken und die Sozialversicherungsbeiträge von Arbeitnehmern und Arbeitgebern schrittweise auf unter 40% zu begrenzen.","We will use all leeway to reduce contribution rates and gradually limit social security contributions by employees and employers to below 40%.","402",NA
"Mit dieser Entlastung geben wir den Bürgern mehr Möglichkeiten zur Eigenvorsorge.","With this relief, we are giving citizens more opportunities to provide for themselves.","505",NA
"Die Unternehmen erhalten größere und vor allem verlässliche Spielräume für die Einstellung von neuen Arbeitskräften.","Companies are given greater and, above all, reliable leeway for hiring new workers.","701",NA
"Wir lehnen es ab, die einzelnen Zweige der Sozialversicherungen als Verschiebebahnhöfe zur Finanzierung des Bundeshaushaltes zu missbrauchen.","We reject the misuse of the individual branches of social insurance as shunting stations for financing the federal budget.","303",NA
"Umweg-Finanzierungen, wie etwa mit Hilfe der Ökosteuer, verschleppen nur die Probleme.","Detour financing, such as with the help of the eco-tax, only prolongs the problems.","303",NA
"Sie können am Ende die notwendigen Reformen doch nicht ersetzen.","In the end, they cannot replace the necessary reforms.","505",NA
"In den sozialen Sicherungssystemen muss vielmehr durch eine neue Balance von Eigenverantwortung, privater Risikovorsorge und Solidarität die Ausgabendynamik gedrosselt werden.","Instead, a new balance between personal responsibility, private risk provision and solidarity is needed to curb the spending dynamics in the social security systems.","505",NA
"Dies ist auch eine wichtige Voraussetzung, um im internationalen Wettbewerb um Investitionen und kluge Köpfe bestehen zu können.","This is also an important prerequisite for surviving in the international competition for investment and bright minds.","408",NA
"Steuerpolitik: gerecht und leistungsfördernd","Tax policy: fair and performance-enhancing",NA,NA
"Deutschland braucht eine Steuerpolitik, die Anreize für Leistung setzt.","Germany needs a tax policy that sets incentives for performance.","401",NA
"Wir wollen die Menschen motivieren, ihre Leistungskraft zu entfalten.","We want to motivate people to develop their performance potential.","401",NA
"Die Bürger sollen wieder das Gefühl haben können, dass es gerecht bei der Steuer zugeht.","Citizens should once again be able to feel that taxes are fair.","503",NA
"Deutschland braucht deswegen eine Steuerpolitik, die auf Einfachheit und Transparenz setzt.","Germany therefore needs a tax policy that focuses on simplicity and transparency.","303",NA
"CDU und CSU werden deshalb eine große Steuerreform auf den Weg bringen, die von den Vorgaben „einfacher, niedriger und gerechter“ geprägt ist.","The CDU and CSU will therefore launch a major tax reform based on the guidelines of ""simpler, lower and fairer"".","303",NA
"Wir werden ein einfacheres und transparenteres Steuerrecht schaffen,","We will create a simpler and more transparent tax law,","303",NA
", das fair","that is fair","503",NA
"und international wettbewerbsfähig ist","and internationally competitive","408",NA
"wieder zu Investitionen und Leistungsbereitschaft motiviert","motivated to invest and perform again","401",NA
"und bei allen Einkunftsarten mehr Steuergerechtigkeit bringt.","and brings more tax justice for all types of income.","503",NA
"Die derzeit bestehende Vielzahl von Sonderregelungen verkompliziert das Steuerrecht.","The multitude of special regulations currently in place complicates tax law.","303",NA
"Die Unübersichtlichkeit der Regelungen eröffnet Möglichkeiten, durch Steuergestaltung die Steuerschuld so zu beeinflussen, dass diese kaum mehr der tatsächlichen wirtschaftlichen Leistungsfähigkeit entspricht.","The confusing nature of the regulations opens up opportunities to influence the tax liability through tax structuring in such a way that it hardly corresponds to the actual economic performance.","303",NA
"Ein zu kompliziertes Steuerrecht öffnet der Steuerhinterziehung Tür und Tor und setzt selbst ehrliche Steuerzahler der Gefahr der Kriminalisierung aus.","Overly complicated tax law opens the door to tax evasion and exposes even honest taxpayers to the risk of criminalization.","303",NA
"Da Ausnahmetatbestände dem Konzept einer einfachen und transparenten Besteuerung widersprechen, wollen wir sie auf den Prüfstand stellen.","Since exceptions contradict the concept of simple and transparent taxation, we want to put them to the test.","303",NA
"Unser Ziel ist es, dass im Ergebnis alle entlastet werden und weniger Steuern zahlen.","Our goal is that, as a result, everyone is relieved and pays less tax.","408",NA
"Wir werden das Steuerrecht so vereinfachen, dass alle Bürger ihre Steuererklärung wieder selbst erstellen können.","We will simplify tax law so that all citizens can once again prepare their own tax returns.","303",NA
"Ein einfaches Steuersystem ist grundsätzlich auch ein gerechteres Steuersystem.","In principle, a simple tax system is also a fairer tax system.","503",NA
"Wir werden die Steuerbelastung senken.","We will reduce the tax burden.","408",NA
"Wir werden mittelfristig und schrittweise den Einkommensteuerspitzensatz auf unter 40% und den Eingangssteuersatz auf unter 15% senken.","In the medium term, we will gradually reduce the top income tax rate to below 40% and the entry-level tax rate to below 15%.","701",NA
"Ein niedrigerer Einkommensteuer-Spitzensatz, ein geringerer Eingangsteuersatz und ein flacherer linear-progressiver Tarifverlauf lassen alle Steuerzahler von der geringeren Steuerprogression profitieren.","A lower top income tax rate, a lower input tax rate and a flatter linear-progressive tax scale allow all taxpayers to benefit from the lower tax progression.","701",NA
"Alle Steuerzahlergruppen werden entlastet.","All taxpayer groups will be relieved.","408",NA
"Durchschnittsverdiener sollen nicht mehr in die Nähe des Höchststeuersatzes kommen;","Average earners should no longer come close to the maximum tax rate;","701",NA
"Wir wollen die „kalte Progression“ vermeiden.","We want to avoid ""cold progression"".","701",NA
"Das steuerfreie Existenzminimum ist entsprechend der wirtschaftlichen Entwicklung fortzuschreiben.","The tax-free subsistence minimum is to be updated in line with economic developments.","701",NA
"Am Ehegatten-Splitting halten wir fest.","We are sticking to the spousal splitting system.","603",NA
"Das Ehegattensplitting ist keine beliebig gestaltbare Sondervergünstigung, sondern notwendiger steuerrechtlicher Ausdruck der Lebens- und Fürsorgegemeinschaft der Ehepartner.","Spousal splitting is not an arbitrary special benefit, but a necessary tax law expression of the spouses' cohabitation and welfare.","603",NA
"Allen rot-grünen Versuchen, über das Steuerrecht die grundlegenden, gewachsenen Strukturen unserer Gesellschaft aufzuweichen oder umzuformen, erteilen wir - im Einklang mit dem Grundgesetz - eine klare Absage.","We reject all red-green attempts to soften or reshape the fundamental, evolved structures of our society through tax law - in accordance with the Basic Law.","603",NA
"Die Steuer-Reform von Rot-Grün war falsch.","The Red-Green tax reform was wrong.","305",NA
"Zudem verursacht sie ein Ungleichgewicht bei der Steuerentlastung von Personenunternehmen und Kapitalgesellschaften.","It also causes an imbalance in tax relief for partnerships and corporations.","403",NA
"Wir werden diese Benachteiligung von Mittelstand, Selbständigen und Existenzgründern durch Verbesserungen bei der Einkommensteuer beseitigen.","We will eliminate this discrimination against SMEs, the self-employed and start-ups by improving income tax.","402",NA
"Wir wollen die Rechtsformneutralität der Unternehmensbesteuerung wieder herstellen.","We want to restore the legal form neutrality of corporate taxation.","402",NA
"Die Steuerfreiheit für Beteiligungsveräußerungen wird wegen ihrer Auswirkungen auf das Steueraufkommen und im Hinblick auf die Gleichbehandlung von Personenunternehmen einer Überprüfung unterzogen.","The tax exemption for disposals of shareholdings is subject to review due to its impact on tax revenue and with regard to the equal treatment of partnerships.","303",NA
"Die Vermögensteuer werden wir aus Gründen der Rechtssicherheit streichen und die teilweise geforderte Wiedereinführung verhindern.","We will abolish the wealth tax for reasons of legal certainty and prevent its reintroduction, which has been called for in some cases.","201",NA
"Eine Erhöhung der Erbschaft- und Schenkungsteuer lehnen wir ab.","We reject an increase in inheritance and gift tax.","408",NA
"Gerade für den Mittelstand wäre eine Erhöhung „durch die Hintertür“ der Bewertung von Betrieben und Immobilien schädlich.","Especially for medium-sized businesses, an increase ""through the back door"" of the valuation of businesses and real estate would be detrimental.","403",NA
"Die von Rot-Grün im nationalen Alleingang durchgesetzte Ökosteuer hat sich als wirtschaftlich verfehlt, ökologisch kontraproduktiv und sozial ungerecht erwiesen.","The eco-tax pushed through by the red-green coalition on a national solo basis has proven to be economically misguided, ecologically counterproductive and socially unjust.","305",NA
"CDU und CSU werden die für 2003 vorgesehene weitere Erhöhung dieser Steuer rückgängig machen.","The CDU and CSU will reverse the further increase in this tax planned for 2003.","305",NA
"Unser Ziel ist es, die Ökosteuer in der bestehenden Form mittelfristig abzuschaffen und sie durch eine aufkommens- und wettbewerbsneutrale, europaweit abgestimmte, harmonisierte und schadstoffbezogene Abgabe zu ersetzen.","Our goal is to abolish the eco-tax in its existing form in the medium term and replace it with a revenue- and competition-neutral, harmonized and pollutant-based levy that is coordinated across Europe.","501",NA
"Unsere Politik zielt darauf, die Wachstumskräfte zu stärken, um Spielräume für Steuersenkungen zu eröffnen.","Our policy aims to strengthen the forces of growth in order to open up scope for tax cuts.","408",NA
"Die ersten Maßnahmen werden wir bereits 2003 umsetzen: die Ökosteuer wird nicht erhöht.","We will implement the first measures as early as 2003: the eco-tax will not be increased.","408",NA
"Für die steuerliche Berücksichtigung von Kinderbetreuungskosten zwischen 1.000 € und 5.000 € pro Kind jährlich wird gesorgt.","Childcare costs of between €1,000 and €5,000 per child per year are taken into account for tax purposes.","706",NA
"Die Gewerbesteuerumlage wird auf das Niveau vor der Schröder-„Steuerreform“ zurückgeführt.","The trade tax levy will be reduced to the level before the Schröder ""tax reform"".","402",NA
"Kleine Beschäftigungsverhältnisse werden gefördert.","Small employment is encouraged.","402",NA
"Zum 1. Januar 2004 setzen wir eine große Steuerreform in Kraft.","On January 1, 2004, we are putting a major tax reform into effect.","303",NA
"Mit einem kräftigen Einstieg schaffen wir die Voraussetzung, bis zum Ende der nächsten Legislaturperiode unsere Ziele zu erreichen, den Eingangsteuersatz unter 15% und den Spitzensteuersatz unter 40% zu senken.","With a strong start, we will create the conditions to achieve our goals of reducing the entry tax rate below 15% and the top tax rate below 40% by the end of the next legislative period.","701",NA
"Arbeitsmarkt: Chancen fördern, Hemmnisse abbauen","Labor market: promoting opportunities, removing barriers",NA,NA
"Kanzler Schröder hat rund 6 Millionen Arbeitslose zu verantworten: 4 Millionen offiziell gezählte und rund 1,8 Millionen statistisch nicht erfasste Arbeitslose.","Chancellor Schröder is responsible for around 6 million unemployed: 4 million officially counted and around 1.8 million statistically unrecorded.","701",NA
"Zudem suchen rund 1 Million Menschen eine Beschäftigung, ohne als arbeitslos registriert zu sein.","In addition, around 1 million people are seeking employment without being registered as unemployed.","701",NA
"Mindestens weitere 800.000 Menschen kommen trotz Arbeitsfähigkeit nicht aus der Sozialhilfe heraus.","At least another 800,000 people do not get off welfare despite being able to work.","701",NA
"Diese Bilanz ist katastrophal.","This record is disastrous.","305",NA
"Dabei scheiden jährlich rund 200.000 ältere Menschen mehr aus dem Arbeitsmarkt aus, als jüngere nachrücken.","Every year, around 200,000 more older people leave the labor market than younger people enter it.","305",NA
"Die verfehlte Politik der Schröder-Regierung hat also die hohe Arbeitslosigkeit nicht bekämpft, sondern gefördert.","The misguided policies of the Schröder government have thus not fought high unemployment, but encouraged it.","305",NA
"Nur aus demografischen Gründen ist dies nicht deutlicher sichtbar geworden.","It is only for demographic reasons that this has not become more visible.","305",NA
"Trotz kräftiger Wachstumsimpulse aus dem Ausland wurden zu wenig Arbeitsplätze in Deutschland geschaffen.","Despite strong growth impulses from abroad, too few jobs were created in Germany.","701",NA
"Im Jahr 2001 lag Deutschland erstmals bei der Arbeitslosigkeit über dem Durchschnitt der Europäischen Union.","In 2001, Germany's unemployment rate exceeded the European Union average for the first time.","701",NA
"Der angepriesene Anstieg der Beschäftigtenzahl in den Jahren seit 1999 hatte überwiegend statistische Gründe.","The touted increase in the number of employees in the years since 1999 was largely for statistical reasons.","305",NA
"Durch die Einbeziehung der geringfügigen Beschäftigungsverhältnisse etwa wurde die Zahl der Beschäftigten zwar auf dem Papier erhöht, kein einziger Arbeitsloser hat durch die Rechtsänderung aber einen neuen Arbeitsplatz gefunden.","The inclusion of marginal employment, for example, increased the number of employed persons on paper, but not a single unemployed person found a new job as a result of the legal change.","701",NA
"Deutschland darf in Europa beim Kampf gegen die Arbeitslosigkeit nicht länger Nachzügler sein.","Germany must no longer be a laggard in Europe in the fight against unemployment.","701",NA
"Unsere Leitsätze für mehr Beschäftigung lauten: Arbeitslose fördern und fordern - Arbeitsmarkt entriegeln - Arbeitnehmer und Unternehmen entlasten.","Our guiding principles for more employment are: Support and challenge the unemployed - Unlock the labor market - Relieve the burden on employees and companies.","701",NA
"Wir handeln in der Überzeugung, dass die Praxis der verwalteten Arbeitslosigkeit dringend beendet werden muss - zugunsten einer Politik des geförderten Wiedereinstiegs in den Arbeitsmarkt.","We act on the conviction that the practice of managed unemployment urgently needs to end - in favor of a policy of assisted re-entry into the labor market.","504",NA
"Chancen fördern","Promote opportunities",NA,NA
"Das Gesetz gegen die sogenannte „Scheinselbständigkeit“ werden wir aufheben, um die rot-grünen Überreglementierungen und bürokratischen Hemmnisse wieder zu beseitigen.","We will repeal the law against so-called ""bogus self-employment"" in order to eliminate the Red-Green overregulation and bureaucratic obstacles.","303",NA
"Wir begrüßen jede Initiative der Bürger, die zu mehr Selbständigkeit führt.","We welcome any initiative by citizens that leads to greater independence.","402",NA
"Deswegen muss dieser Weg erleichtert und nicht durch bürokratisches Misstrauen erschwert werden.","That is why this path must be facilitated and not made more difficult by bureaucratic mistrust.","303",NA
"Wir wollen grundsätzlich mehr Beschäftigungsmöglichkeiten im gesamten Niedriglohnsektor schaffen, um den Menschen den oftmals nicht einfachen Weg aus Arbeitslosigkeit und Sozialhilfe zu erleichtern.","In principle, we want to create more employment opportunities in the entire low-wage sector in order to make it easier for people to find their way out of unemployment and social welfare, which is often not easy.","702",NA
"Schröders 630-DM-Bürokratiemonster hat zahlreiche Arbeitnehmer hart getroffen, geringfügige Beschäftigungsverhältnisse und insbesondere Nebenjobs in vielen Branchen vernichtet, mittelständische Wirtschaft und ehrenamtliches Engagement in den Vereinen und den Kirchen belastet und vor allem die Schwarzarbeit gefördert.","Schröder's 630-DM bureaucratic monster has hit numerous employees hard, destroyed marginal employment relationships and, in particular, side jobs in many sectors, burdened small and medium-sized businesses and voluntary work in associations and churches, and, above all, encouraged undeclared work.","303",NA
