"text","text_en","cmp_code","eu_code"
"das die Menschen in den Mittelpunkt stellt,","that puts people at the center,","503",NA
"Verständigung schafft","builds understanding","108",NA
"und Zusammenhalt stiftet.","and creates cohesion.","108",NA
"Europa ist ein Friedensprojekt","Europe is a peace project","108",NA
"und die SPD als Friedenspartei steht für eine Außenpolitik der klugen Diplomatie.","and the SPD, as a peace party, stands for a foreign policy of clever diplomacy.","106",NA
"Im Geiste der Entspannungspolitik Willy Brandts ist es unser Anspruch, Brücken zu bauen.","In the spirit of Willy Brandt's policy of détente, our aim is to build bridges.","108",NA
"Aufrüstung und Säbelrasseln lösen keine Konflikte.","Rearmament and saber-rattling do not solve conflicts.","105",NA
"Europa, die USA, Russland und China tragen gemeinsam Verantwortung für den Frieden in der Welt","Europe, the U.S., Russia and China share responsibility for peace in the world","106",NA
"und den Kampf gegen den internationalen Terrorismus.","and the fight against international terrorism.","107",NA
"Deshalb können nur der Dialog zwischen den Regierungen, die Verständigung zwischen den Völkern und eine gelebte Solidarität zwischen Nord und Süd zu mehr globaler Sicherheit führen.","Therefore, only dialogue between governments, understanding between peoples and a lived solidarity between North and South can lead to more global security.","107",NA
"Die Zukunft Deutschlands und Europas wird das sein, was wir alle gemeinsam aus ihr machen.","The future of Germany and Europe will be what we all make of it together.","107",NA
"Veränderungsprozesse lassen sich nicht verhindern, sondern sie bieten die Chance, die Dinge zum Besseren zu wenden.","Change processes cannot be prevented, but they offer the opportunity to change things for the better.","107",NA
"Sie lassen sich politisch gestalten!","They can be shaped politically!","107",NA
"Was wir brauchen ist die Zuversicht, dass es sich lohnt, für eine bessere Zukunft zu streiten und den Mut, es anzugehen.","What we need is the confidence that it is worth fighting for a better future and the courage to go for it.","000",NA
"Zukunft ist für Sozialdemokratinnen und Sozialdemokraten ein Versprechen auf ein besseres Zusammenleben, Chancengleichheit und ein gerechtes Miteinander in einer offenen und inklusiven Gesellschaft.","For social democrats, the future is a promise of better coexistence, equal opportunities and just coexistence in an open and inclusive society.","503",NA
"Dafür arbeitet die SPD und dafür kämpfen wir.","That is what the SPD is working for and that is what we are fighting for.","305.1",NA
"Mit Martin Schulz als Bundeskanzler und einer starken SPD im Bundestag wird Deutschland gerechter, fortschrittlicher, solidarischer und nachhaltiger.","With Martin Schulz as chancellor and a strong SPD in the Bundestag, Germany will become fairer, more progressive, more solidary and more sustainable.","305.1",NA
"Es ist Zeit, jetzt zu handeln!","It's time to act now!","305.1",NA
"Es ist Zeit für mehr Gerechtigkeit!","It's time for more justice!","305.1",NA
"Es ist Zeit für mehr Familie, beste Schulen und gute Pflege","It's time for more family, best schools and good care","H",NA
"Es gibt Jahre, in denen die Familie mehr Zuwendung und mehr Zeit braucht als in anderen.","There are years when the family needs more attention and more time than in others.","603",NA
"Eltern wollen für ihre Kinder da sein","Parents want to be there for their children","603",NA
"und beruflich den Anschluss halten.","and keep up professionally.","701",NA
"Oft stehen sie zudem vor der Herausforderung, sich um pflegebedürftige Angehörige zu kümmern.","They also often face the challenge of caring for relatives in need of care.","603",NA
"Wir sorgen dafür, dass Familie, Beruf und Pflege besser zusammengehen.","We ensure that family, career and care go hand in hand better.","504",NA
"Wir ermöglichen Eltern, berufliche und familiäre Aufgaben gerecht aufzuteilen.","We enable parents to share professional and family responsibilities fairly.","504",NA
"Dafür brauchen sie ein gutes Angebot an Kitas und Schulen sowie mehr Zeit und Geld.","To do this, they need a good range of daycare centers and schools, as well as more time and money.","504",NA
"Diese Wünsche und Bedürfnisse sind für unsere Politik zentral, denn Familie ist ein fester Anker in unserem Leben.","These wishes and needs are central to our policies, because family is a firm anchor in our lives.","603",NA
"Für uns ist Familie dort, wo Menschen füreinander Verantwortung übernehmen – von der Ehe zwischen Mann und Frau über alleinerziehende Mütter und Väter, Patchworkfamilien bis zum gleichgeschlechtlichen Paar.","For us, family is where people take responsibility for each other - from marriage between a man and a woman to single mothers and fathers, patchwork families and same-sex couples.","604",NA
"Unsere Bildungspolitik schafft gleiche Chancen für alle.","Our education policy creates equal opportunities for all.","503",NA
"Denn noch entscheidet hier zu oft der Geldbeutel der Eltern.","Because it is still too often the parents' wallets that decide.","503",NA
"Deshalb machen wir die Bildung gebührenfrei.","That's why we're making education tuition-free.","504",NA
"Und zwar von der Kita über die Ausbildung und das Erststudium bis zum Master und zur Meister-/Technikerprüfung.","And this is true from daycare through training and first degree to master's degree and master craftsman's/technician's examination.","504",NA
"Wir werden die Schulen modernisieren und in den Ausbau von Ganztagsschulen investieren.","We will modernize schools and invest in the expansion of all-day schools.","411",NA
"Kinder, Eltern und Lehrkräfte sollen erleben, dass uns Bildung viel wert ist.","Children, parents and teachers should experience that education is worth a lot to us.","506",NA
"Es ist unsere Aufgabe, junge Menschen dabei zu unterstützen, ihren Weg zu gehen.","It is our job to help young people find their way.","506",NA
"Das geht nur mit einer eigenständigen Jugendpolitik, die Jugendlichen passende Angebote für ihre jeweilige Lebenssituation macht.","This can only be achieved with an independent youth policy that provides young people with suitable offers for their respective life situations.","706",NA
"Die gleiche Sorgfalt und Energie, die wir für unsere Kinder verwenden, brauchen wir auch für die Älteren in unserer Familie.","The same care and energy we use for our children is needed for the elders in our family.","706",NA
"Ältere Menschen müssen so lange wie möglich am gesellschaftlichen Leben teilhaben und selbst über ihr Leben bestimmen können.","Older people must be able to participate in social life and determine their own lives for as long as possible.","706",NA
"Wenn sie Hilfe oder Pflege benötigen, sollen sie sich darauf verlassen können, dass sie die notwendige Unterstützung bekommen.","If they need help or care, they should be able to rely on getting the support they need.","504",NA
"Pflege ist keine Privatsache.","Care is not a private matter.","504",NA
"Diejenigen, die sich um andere kümmern, lassen wir nicht alleine.","Those who care for others, we do not leave alone.","504",NA
"Familie ist Lebensmittelpunkt.","Family is the center of life.","603",NA
"Und glückliche Familien, die ohne Sorgen leben können, geben uns Kraft für die Zukunft.","And happy families who can live without worries give us strength for the future.","603",NA
"Familienarbeitszeit und Familiengeld:","Family working time and family allowance:","H",NA
"Wir wollen, dass Familie und Beruf als doppeltes Glück empfunden wird.","We want family and career to be perceived as a double happiness.","603",NA
"Viele Eltern wünschen sich, ihre Arbeit und die Kindererziehung partnerschaftlich aufteilen zu können.","Many parents wish to be able to divide their work and child rearing as partners.","604",NA
"Bislang heißt das allerdings, finanzielle und berufliche Nachteile in Kauf nehmen zu müssen.","So far, however, this has meant having to put up with financial and professional disadvantages.","604",NA
"Das wollen wir ändern!","We want to change that!","604",NA
"Wir unterstützen Eltern: mit der Einführung der Familienarbeitszeit und des Familiengeldes.","We support parents: with the introduction of family working time and family allowance.","604",NA
"Noch ist es so, dass viele junge Väter nach kurzer Elternzeit voll in ihre Jobs zurückkehren.","It is still the case that many young fathers return to their jobs full time after a short period of parental leave.","604",NA
"Obwohl die meisten gern etwas weniger arbeiten würden als vorher, um mehr Zeit mit der Familie zu haben.","Although most would like to work a little less than before to have more time with family.","604",NA
"Mütter steigen hingegen oft nach einem Jahr Elternzeit in Teilzeit wieder ein, obwohl sie gern etwas mehr arbeiten würden.","Mothers, on the other hand, often return to work part-time after a year of parental leave, even though they would like to work a little more.","604",NA
"Das verhindert nicht nur eine partnerschaftliche Aufteilung der Arbeit und Kindererziehung, sondern hat für Frauen negative Folgen: geringeres Einkommen, schlechtere Aufstiegschancen und später eine geringere Rente.","This not only prevents work and child-rearing from being shared as partners, but also has negative consequences for women: lower income, poorer opportunities for advancement and a lower pension later on.","604",NA
"Als ersten Schritt haben wir bereits das ElterngeldPlus eingeführt, das es Eltern ganz kleiner Kinder leichter macht, Elternzeit und Teilzeitarbeit miteinander zu verbinden.","As a first step, we have already introduced ElterngeldPlus, which makes it easier for parents of very young children to combine parental leave and part-time work.","604",NA
"In einem nächsten Schritt werden wir eine Familienarbeitszeit einführen.","In a next step, we will introduce a family working time.","604",NA
"Wenn beide Eltern ihre Arbeitszeit partnerschaftlich aufteilen, erhalten sie das Familiengeld.","If both parents share their working hours as partners, they receive the family allowance.","604",NA
"Es beträgt jeweils 150 Euro monatlich für beide Eltern, wenn sie jeweils 75 Prozent bis 90 Prozent der jeweiligen regulären Vollzeit arbeiten (das entspricht je nach betrieblicher bzw. tarifvertraglich geltender Vollzeit 26 bis 36 Wochenstunden).","It amounts to 150 euros per month for both parents if they each work 75 percent to 90 percent of the respective regular full-time (this corresponds to 26 to 36 hours per week, depending on the company or collectively agreed full-time hours).","604",NA
"Gerade Familien mit kleinen Einkommen sollen sich eine gerechte Aufteilung von Familie und Beruf leisten können.","Families with low incomes in particular should be able to afford a fair division of family and career.","604",NA
"Natürlich werden auch Allein- oder getrennt Erziehende sowie Regenbogenfamilien das Familiengeld erhalten.","Of course, single or separated parents and rainbow families will also receive the family allowance.","604",NA
"Wir werden die Gewerkschaften dabei unterstützen, diese Regelung tarifvertraglich zu begleiten.","We will support the trade unions in supporting this arrangement through collective bargaining.","405",NA
"Mehr Zeit für die Familie braucht auch einen Kulturwandel in der Arbeitswelt.","More time for the family also requires a cultural change in the working world.","701",NA
"Dazu gehört auch die Abkehr vom „Präsenz-Wettbewerb“ im Beruf.","This includes moving away from ""presence competition"" at work.","701",NA
"Für familiengerechte Arbeits- und Besprechungszeiten, Homeoffice- und Dienstreiseregelungen sind die Arbeitgeberinnen und Arbeitgeber in der Pflicht.","Employers have a responsibility to provide family-friendly work and meeting schedules, home office and business travel arrangements.","412",NA
"Der öffentliche Dienst soll dabei Vorreiter sein und die partnerschaftliche Aufteilung von Erwerbsarbeit, Kindererziehung und Pflege fördern.","The public sector should be a pioneer in this respect and promote the sharing of gainful employment, child-rearing and care in a spirit of partnership.","604",NA
"Gute Bildung von Anfang an:","Good education from the start:","H",NA
"Wir sorgen für ein ausreichendes Angebot an Krippen, Kitas, Kindertagespflege, Horten und Ganztagsschulen.","We ensure a sufficient supply of crèches, daycare centers, day nurseries, after-school care centers and all-day schools.","411",NA
"Die Kita-Gebühren schaffen wir schrittweise ab und entlasten damit alle Familien, die jetzt noch für die Betreuung zahlen müssen.","We are gradually abolishing daycare fees, thus relieving the burden on all families who now still have to pay for care.","506",NA
"Außerdem werden wir in Bildung und Betreuung am Nachmittag investieren und einen Rechtsanspruch auf Ganztagsbetreuung von Kita- und Grundschulkindern einführen – mit finanzieller Beteiligung des Bundes.","We will also invest in education and care in the afternoon and introduce a legal entitlement to all-day care for daycare and elementary school children - with financial participation from the federal government.","506",NA
"Ziel muss es dabei sein, die Vereinbarkeit von Familie und Beruf auch durch bedarfsgerechte Betreuungsangebote zu anderen Tageszeiten als bisher zu verbessern.","The aim must be to improve the compatibility of family and career by offering childcare at different times of the day to meet demand.","506",NA
"Mit einem bundesweiten Gesetz werden wir die Qualität von Kitas mit Unterstützung des Bundes steigern.","With a nationwide law, we will increase the quality of daycare centers with federal support.","506",NA
"Wir brauchen besser ausgestattete Kitas und eine gesunde Ernährung.","We need better equipped daycare centers and a healthy diet.","506",NA
"Mit zusätzlichen Erzieherinnen und Erziehern können die Kinder in den Gruppen besser betreut werden.","With additional educators, the children in the groups can be better cared for.","506",NA
"Dafür wollen wir den Beruf aufwerten und die Ausbildung verbessern.","To achieve this, we want to upgrade the profession and improve training.","701",NA
"Wir werden dies mit einer Fachkräfteoffensive unterstützen.","We will support this with a skilled labor offensive.","701",NA
"Zusätzlich wollen wir die Kindertagespflege weiter professionalisieren und aufwerten.","In addition, we want to further professionalize and upgrade day care for children.","506",NA
"Kinderarmut bekämpfen:","Tackling Child Poverty:","H",NA
"Kinderarmut darf es in einem so reichen Land wie unserem nicht geben.","Child poverty must not exist in a country as rich as ours.","504",NA
"Denn sie bedeutet vor allem auch: Schlechteren Zugang zu Bildung, Kultur und Sport – und damit schlechtere Zukunftschancen.","Because it also means, above all, poorer access to education, culture and sport - and thus poorer opportunities for the future.","504",NA
"Wir werden die Benachteiligung von Kindern armer Eltern beseitigen und ihnen eine gleichberechtigte Teilhabe ermöglichen.","We will eliminate discrimination against children of poor parents and enable them to participate on an equal footing.","504",NA
"Dabei werden wir vor allem auch die besondere Lebenssituation von Kindern berücksichtigen, die mit einem Elternteil aufwachsen.","In particular, we will also take into account the special life situation of children growing up with one parent.","604",NA
"Wir wollen die Arbeitsmarktbeteiligung und die finanzielle Situation der Eltern ebenso verbessern wie die Teilhabechancen von Kindern – unabhängig von der sozialen Lage ihrer Eltern.","We want to improve labor market participation and the financial situation of parents as well as the participation opportunities of children - regardless of their parents' social situation.","701",NA
"Gute und bedarfsgerechte Kitas und Ganztagsschulen sind dafür die entscheidende Voraussetzung.","Good, needs-oriented daycare centers and all-day schools are the key prerequisite for this.","506",NA
"Gleichzeitig wollen wir ein nach Einkommen und Kinderzahl gestaffeltes Kindergeld einführen, das Kindergeld und Kinderzuschlag zusammenführt.","At the same time, we want to introduce a child benefit that is graduated according to income and the number of children and that combines child benefit and child supplement.","504",NA
"Mit Blick auf die politisch gewünschten Ziele (Vermeidung von Kinderarmut, Zugang zu Bildung für alle Kinder und gleiche Förderung aller Kinder unabhängig vom Einkommen der Eltern) werden wir das Konzept der Existenzsicherung für Kinder mit den unterschiedlich zusammenwirkenden Instrumenten regelmäßig überprüfen und gegebenenfalls anpassen.","With a view to the politically desired goals (prevention of child poverty, access to education for all children and equal support for all children regardless of their parents' income), we will regularly review and, if necessary, adapt the concept of livelihood security for children with its various interacting instruments.","504",NA
"Jedes Kind ist uns gleich viel wert und niemand soll wegen seiner Kinder arm werden.","Every child is of equal value to us and no one should become poor because of their children.","504",NA
"Die Rechte von Kindern und Familien werden wir auch in Bezug auf Teilhabechancen im Bereich der Kinder- und Jugendhilfe (SGB VIII) weiter stärken.","We will also further strengthen the rights of children and families with regard to participation opportunities in the area of child and youth welfare (SGB VIII).","504",NA
"Kinderrechte stärken:","Strengthening children's rights:","H",NA
"Wir werden die Rechte von Kindern im Grundgesetz verankern.","We will anchor the rights of children in the Basic Law.","504",NA
"Kinder sind eigene Persönlichkeiten und brauchen eigene Rechte.","Children are their own personalities and need their own rights.","504",NA
"Parlamente, Verwaltungen und Gerichte sollen Kinderinteressen überall dort, wo Kinderrechte berührt sind, vorrangig berücksichtigen.","Parliaments, administrations and courts should give priority to children's interests wherever children's rights are affected.","504",NA
"Das Recht von Kindern und Jugendlichen, ohne Gewalt – insbesondere sexualisierte Gewalt – aufzuwachsen, ist ein elementares Kinderrecht.","The right of children and adolescents to grow up without violence - especially sexualized violence - is a fundamental child right.","605.1",NA
"Der Schutz von Kindern und Jugendlichen vor sexualisierter Gewalt muss ausgeweitet und weiter verstärkt werden.","The protection of children and young people against sexualized violence must be extended and further strengthened.","605.1",NA
"Dazu gehören ein wirksamer Jugendmedienschutz und die Weiterführung der Hilfen für die Betroffenen.","This includes effective protection of minors from harmful media and the continuation of assistance for those affected.","605.1",NA
"Der unabhängige Beauftrage für Fragen des sexuellen Kindesmissbrauchs spielt hier eine wichtige Rolle.","The independent commissioner for child sexual abuse issues plays an important role here.","605.1",NA
"Diese Funktion wollen wir weiter verlängern.","We want to extend this function further.","605.1",NA
"Die Hilfen für die Betroffenen müssen so niedrigschwellig und unbürokratisch wie möglich zur Verfügung gestellt werden.","Assistance for those affected must be made available as low-threshold and unbureaucratic as possible.","303",NA
"Wir werden die Anstrengungen im Kampf gegen sexualisierte Gewalt bundesweit weiter vorantreiben.","We will continue to advance efforts to combat sexual violence nationwide.","605.1",NA
"Zum Schutz gegen Mobbing müssen Eltern, Kinder und Beschäftigte in Bildungseinrichtungen für dieses Thema stärker sensibilisiert werden und Präventionsmaßnahmen in allen Altersstufen durchgeführt werden.","To protect against bullying, parents, children and employees in educational institutions must be made more aware of this issue and prevention measures must be implemented at all ages.","506",NA
"Politik für junge Menschen:","Politics for young people:","H",NA
"Eine eigenständige Jugendpolitik bedeutet für uns, verschiedene Politikfelder schlüssig miteinander zu verbinden.","For us, an independent youth policy means coherently linking different policy areas.","706",NA
"Wir wollen deshalb in einem breiten Diskurs unsere jugendpolitische Gesamtstrategie gemeinsam mit Kindern, Jugendlichen und ihren Verbänden weiterentwickeln.","We therefore want to further develop our overall youth policy strategy in a broad discourse together with children, young people and their associations.","405",NA
"Unser Leitbild ist dabei: Alle jungen Menschen müssen ihren eigenen Weg gehen, Freiräume haben und ein selbstbestimmtes Leben führen können.","Our guiding principle is that all young people must be able to go their own way, have freedom and lead a self-determined life.","201.1",NA
"Eine wichtige Grundlage für unser Handeln ist das bewährte Instrument des Kinder- und Jugendberichts der Bundesregierung.","An important basis for our actions is the proven instrument of the Federal Government's Child and Youth Report.","201.1",NA
"Mit einem gesetzlich verankerten „Jugend-Check“ werden wir zudem künftig alle politischen Maßnahmen auf ihre konkrete Wirkung für junge Menschen überprüfen.","With a legally anchored ""youth check,"" we will also examine all political measures in the future for their concrete effect on young people.","706",NA
"Junge Menschen brauchen vor allem ein Bildungs- und Ausbildungssystem, das optimale Förderung","Above all, young people need an education and training system that provides the best possible support.","506",NA
"und individuelle Freiräume verbindet.","and individual freedom.","201.1",NA
"Das heißt zum Beispiel: In Ganztagsschulen muss es möglichst viele alternative Angebote geben – und gleichzeitig brauchen Jugendliche zeitliche Freiräume außerhalb von Schule.","That means, for example: In all-day schools, there must be as many alternative options as possible - and at the same time, young people need time outside of school.","506",NA
"Für einen guten Übergang von der Schule in die Ausbildung sind die frühzeitige Berufs- und Studienorientierung und, wenn nötig, eine unterbrechungsfreie Berufseinstiegsbegleitung erforderlich.","A good transition from school to training requires early career and study orientation and, if necessary, uninterrupted career entry support.","506",NA
"Diese unterstützen wir mit flächendeckenden Jugendberufsagenturen.","We support these with nationwide youth employment agencies.","506",NA
"Neben der Ausbildungsgarantie für alle jungen Menschen wollen wir zugleich die Qualität der dualen Ausbildung steigern, um beispielsweise die sozialen Berufe attraktiver zu machen.","In addition to the training guarantee for all young people, we also want to increase the quality of dual training, for example to make social professions more attractive.","506",NA
"Mit einer Mindestausbildungsvergütung (tarifliche Lösungen haben Vorrang) wollen wir Eigenständigkeit während der Ausbildung ermöglichen.","With a minimum training allowance (collectively agreed solutions have priority), we want to enable independence during training.","506",NA
"In jeder Lebensphase muss es zudem finanziell möglich sein, zwischen beruflicher und akademischer Bildung zu wechseln.","At every stage of life, it must also be financially possible to switch between vocational and academic education.","506",NA
"Wir wollen daher die Leistungen des BAföG verbessern – insbesondere auch, um schon bestehende, alternative Bildungsbiographien etwa durch einen späteren Studienbeginn oder Teilzeitstudien fördern zu können.","We therefore want to improve the benefits of BAföG - in particular to be able to support existing, alternative educational biographies, for example by starting studies later or studying part-time.","506",NA
"Wir tragen Sorge dafür, dass Bildungs- und Ausbildungschancen nicht vom Wohnort der Eltern abhängen.","We ensure that educational and training opportunities do not depend on where parents live.","506",NA
"Neben einer Ausweitung des öffentlichen und sozialen Wohnungsbaus wollen wir gezielt in Studierenden- und Auszubildendenwohnheime investieren, um junge Menschen bei ihren ersten Schritten außerhalb des Elternhauses zu unterstützen.","In addition to expanding public and social housing, we want to make targeted investments in student and trainee dormitories to help young people take their first steps outside the parental home.","506",NA
"Nach der Ausbildung brauchen junge Menschen sichere Zukunftsperspektiven.","After completing their training, young people need secure prospects for the future.","701",NA
"Deshalb wollen wir eine Ankündigungsfrist für Arbeitgeber einführen, die Auszubildende nach Ende der Ausbildung nicht übernehmen wollen.","That's why we want to introduce a notice period for employers who do not want to take on trainees at the end of their training.","701",NA
"Die sachgrundlose Befristung werden wir abschaffen.","We will abolish fixed-term employment contracts.","701",NA
"Auch zweite und dritte Chancen in Schule und Berufsbildung zu eröffnen, ist für uns eine Selbstverständlichkeit.","Opening up second and third chances in school and vocational training is also a matter of course for us.","506",NA
"Wir wollen keinen Jugendlichen zurücklassen.","We don't want to leave any young person behind.","706",NA
