"text","text_en","cmp_code","eu_code"
"We believe in deficit reduction not by placing the burden on the middle class and the poor, but by cutting out programs we can’t afford",NA,"303",NA
"and asking the wealthiest to again contribute their fair share.",NA,"503",NA
"These values are why we enacted historic health care reform that provides economic security for families",NA,"504",NA
"and enacted sweeping financial reform legislation that will prevent the recklessness that cost so many their jobs, homes, and savings.",NA,"403",NA
"They’re why we rescued the auto industry",NA,"403",NA
"and revived our manufacturing supply chain.",NA,"410",NA
"They’re why we helped American families who are working multiple jobs and struggling to pay the bills save a little extra money through tax cuts, lower health care costs, and affordable student loans.",NA,"603",NA
"They’re why we fought to reclaim the value of treating all Americans with dignity and respect.",NA,"201",NA
"And they’re why President Barack Obama has ended one war and is responsibly drawing down another.",NA,"105",NA
"They’re why we’re restoring our alliances and image around the world",NA,"107",NA
"and pursuing a foreign policy that’s making us safer.",NA,"107",NA
"But there is more to be done.",NA,"000",NA
"We knew that renewing the American Dream wouldn’t be easy – we knew it would take more than one year, or one term, or even one president.",NA,"601",NA
"The problems we’re facing right now have been more than a decade in the making.",NA,"000",NA
"We are the party of inclusion and respect differences of perspective and belief.",NA,"503",NA
"And so, even when we disagree, we work together to move this country forward.",NA,"606",NA
"But what is holding our nation back is a stalemate in Washington between two fundamentally different views of which direction America should take.",NA,"305",NA
"We must keep moving forward and doing the hard work of rebuilding a strong economy",NA,"408",NA
"by betting on the American worker",NA,"701",NA
"and investing in a growing middle class.",NA,"704",NA
"We need a government that stands up for the hopes, values, and interests of working people,",NA,"701",NA
"and gives everyone willing to work hard the chance to make the most of their God-given potential.",NA,"503",NA
"Rebuilding Middle Class Security",NA,NA,NA
"We’ve come a long way since 2008.",NA,"305",NA
"The President took office in the middle of the worst economic downturn since the Great Depression; that month 800,000 Americans lost their jobs – more than in any single month in the previous 60 years.",NA,"305",NA
"On Day One, he took immediate action to stop the free fall and put Americans back to work. In the midst of the crisis,",NA,"305",NA
"President Obama knew what Democrats have always known: that American workers are tougher than tough times.",NA,"701",NA
"Since early 2010, the private sector has created 4.5 million jobs,",NA,"701",NA
"and American manufacturing is growing for the first time since the 1990s.",NA,"410",NA
"The President knew from the start that to rebuild true middle class security, we can’t just cut our way to prosperity.",NA,"402",NA
"We must out-educate, out-innovate, and out-build the world.",NA,NA,NA
"We need an economy that creates the jobs of the future and makes things the rest of the world buys –",NA,"410",NA
"not one built on outsourcing, loopholes, or risky financial deals that jeopardize everyone, especially the middle class.",NA,"403",NA
"We’ve already made historic progress.",NA,"305",NA
"States have more flexibility to raise standards and reform schools,",NA,"506",NA
"more students are receiving grants and scholarships,",NA,"506",NA
"and young adults can stay on their parents’ health insurance plans as they finish their education and enter the workforce.",NA,"504",NA
"More working families than ever before have received tax cuts,",NA,"401",NA
"and fuel-efficiency standards are doubling.",NA,"501",NA
"The President cracked down on Wall Street recklessness",NA,"403",NA
"and abuses by health insurance, credit card, and mortgage companies.",NA,"403",NA
"Our work is far from done.",NA,"000",NA
"A crisis this deep didn’t happen overnight and it won’t be solved overnight.",NA,"408",NA
"Too many parents sit around their kitchen tables at night after they’ve put their kids to bed, worrying about how they will make a mortgage payment or pay the rent, or how they will put their children through college.",NA,"408",NA
"We now stand at a make-or-break moment for families,",NA,"603",NA
"and America faces a clear choice in this election: move forward toward a nation built from the middle class out where everyone has the chance to get ahead,",NA,"503",NA
"or go back to the same failed ideas that created the crisis in the first place.",NA,"408",NA
"The Republicans in Congress and Mitt Romney have a very different idea about where they want to take this country.",NA,"305",NA
"To pay for their trillions in additional tax cuts weighted towards millionaires and billionaires, they’ll raise taxes on the middle class",NA,"403",NA
"and gut our investments in education, research and technology, and new roads, bridges, and airports.",NA,"411",NA
"They’ll end Medicare as we know it.",NA,"504",NA
"They want to let Wall Street write its own rules again",NA,"403",NA
"and allow insurance companies to once again deny health care to working families.",NA,"504",NA
"Their troubling and familiar economic scheme doubles down on the same bad ideas of the last decade while arguing that, somehow, this time, they’ll lead to a different result.",NA,"408",NA
"We can’t afford to go back or abandon the change we’ve fought so hard for.",NA,"000",NA
"We have to move forward.",NA,"601",NA
"Putting Americans Back to Work",NA,NA,NA
"When President Obama took office, the economy was in the deepest economic crisis since the Great Depression.",NA,"414",NA
"His Recovery Act represented the largest education investment since President Johnson,",NA,"305",NA
"the largest infrastructure investment since President Eisenhower,",NA,"411",NA
"the single largest clean energy investment ever,",NA,"416",NA
"and the broadest tax cut in American history.",NA,"401",NA
"It helped keep teachers, police officers, nurses, and firefighters on the job.",NA,"701",NA
"It ensured that as we re-built our country, we bought American-made iron, steel, and manufactured goods wherever feasible, consistent with our international obligations.",NA,"406",NA
"It helped the President stop the bleeding and reverse the free fall.",NA,"305",NA
"But just as the recession was not created overnight, we knew it would take time to recover from the crisis – and more needs to be done.",NA,"408",NA
"Last September, President Obama put forward the American Jobs Act to provide an immediate boost to the economy and strengthen the recovery.",NA,"701",NA
"We have already enacted key parts of the American Jobs Act – payroll tax relief, tax credits for businesses that hire veterans,",NA,"701",NA
"and an extension of unemployment insurance that also included reforms like work-sharing,",NA,"701",NA
"a “Bridge to Work” to help the long-term unemployed reconnect with the labor force,",NA,"701",NA
"and support for unemployed workers looking to become entrepreneurs.",NA,"701",NA
"But Republicans in Congress blocked other provisions that independent analysis said could create one million jobs.",NA,"305",NA
"Even as President Obama remains committed to working with both parties, he and his cabinet pursued a series of executive actions to help spark economic growth and job creation,",NA,"410",NA
"including expanding access to refinancing for families who have stayed current on their mortgages,",NA,"402",NA
"challenging Community Health Centers to hire veterans,",NA,"104",NA
"accelerating permitting for transportation projects,",NA,"411",NA
"cutting waste and reducing improper payments,",NA,"414",NA
"and enabling student loan borrowers to cap their payments at a percentage of income.",NA,"403",NA
"That’s why President Obama and the Democratic Party have cut taxes on American workers and businesses",NA,"402",NA
"and made sweeping reforms to the unemployment system to help get people back to work.",NA,"701",NA
"And we continue to fight for measures that would strengthen the recovery and create jobs now,",NA,"701",NA
"including keeping teachers and first responders on the job, putting construction workers back to work by investing in our roads, bridges, schools, and water supply, helping families refinance their mortgages and save hundreds of dollars a month, cutting taxes for small businesses that invest and hire, and putting veterans back to work.",NA,"701",NA
"That’s why we continue to fight for relief for the long-term unemployed,",NA,"701",NA
"including a ban on hiring discrimination against the unemployed",NA,"503",NA
"and a reformed and expanded universal worker training proposal to provide more training and job search assistance to all displaced workers regardless of how they lost their job.",NA,"701",NA
"The President’s plan includes many measures that have long had bipartisan support.",NA,"305",NA
"The Middle Class Bargain",NA,NA,NA
"Middle Class Tax Cuts. President Obama and Democrats in Congress cut taxes for every working family, putting more money in the pockets of Americans who need it most.",NA,"701",NA
"A typical family has saved $3,600 during his first term.",NA,"603",NA
"Now he’s fighting to stop middle class families and those aspiring to join the middle class from seeing their taxes go up",NA,"704",NA
"and to extend key tax relief for working families and those paying for college,",NA,"402",NA
"while asking the wealthiest and corporations to pay their fair share.",NA,"503",NA
"That is why we will always vigorously oppose the type of tax reform supported by Mitt Romney which independent experts have found would require raising taxes on typical families with children by at least $2,000 if it were paid for.",NA,"408",NA
"At the same time, Mitt Romney’s plan would cut taxes for those making over $3 million by an average of $250,000",NA,"403",NA
"and would create incentives that will lead to hundreds of thousands of jobs going overseas at the expense of American workers.",NA,"406",NA
"Health Care. We believe accessible, affordable, high quality health care is part of the American promise,",NA,"504",NA
"that Americans should have the security that comes with good health care,",NA,"504",NA
"and that no one should go broke because they get sick.",NA,"504",NA
"Over the determined opposition of Republicans, we enacted landmark reforms that are already helping millions of Americans, and more benefits will come soon.",NA,"504",NA
"As a result of our efforts, today, young Americans entering the workforce can stay on their parents’ plans.",NA,"504",NA
"Insurers can no longer refuse to cover kids with pre-existing medical conditions.",NA,"403",NA
"Insurance companies will no longer be able to arbitrarily cap and cancel coverage,",NA,"403",NA
"or charge women more simply because of their gender.",NA,"503",NA
"People with private insurance are getting preventive services like cancer screenings, annual well-woman visits, and FDA-approved contraception with no out-of-pocket costs.",NA,"504",NA
"We’ve established new Offices of Minority Health,",NA,"504",NA
"and are helping state Medicaid programs fund home and community-based services.",NA,"504",NA
"Small businesses are receiving tax credits to help them cover their workers,",NA,"402",NA
"and businesses and families are receiving rebates from insurers who overcharged them.",NA,"403",NA
"Soon, working families will finally have the security of knowing they won’t lose health care or be forced into bankruptcy if a family member gets sick or loses their job.",NA,"504",NA
"And soon, insurance companies will no longer be able to deny coverage based on pre-existing conditions.",NA,"403",NA
"Medicaid will cover more working families.",NA,"701",NA
"Those who don’t get insurance at work will be able to shop in new exchanges and will be eligible for new tax credits.",NA,"403",NA
"As a result, all Americans will have access to health care.",NA,"504",NA
"We heard powerful testimony before the platform drafting committee about the difference it will make in Americans’ lives when, for the first time, 30 million of our fellow citizens finally gain health insurance.",NA,"000",NA
"Mitt Romney and the Republican Party would repeal health reform.",NA,"305",NA
"They are more concerned with playing politics than supporting families in this country.",NA,"305",NA
"No law is perfect and Democrats stand willing to work with anyone to improve the law where necessary, but we are committed to moving forward.",NA,"305",NA
"We will continue to stand up to Republicans working to take away the benefits and protections that are already helping millions of Americans every day.",NA,"305",NA
"We refuse to go back to the days when health insurance companies had unchecked power to cancel your health policy, deny you coverage, or charge women more than men.",NA,"504",NA
"At the same time, the Affordable Care Act is not the end of efforts to improve health care for all Americans.",NA,"504",NA
"Democrats will continue to fight for a strong health care workforce with an emphasis on primary care.",NA,"504",NA
"We remain committed to eliminating disparities in health",NA,"503",NA
"and will continue to make sure families have access to mental health and substance abuse services.",NA,"504",NA
"We will strengthen Medicaid",NA,"504",NA
"and oppose efforts to block grant the program, slash its funding, and leave millions more without health insurance.",NA,"504",NA
"We will continue to invest in our public health infrastructure – ensuring that we are able to respond to emergencies and support community-based efforts to prevent disease.",NA,"504",NA
"The Recovery Act and the health reform law made historic investments in Community Health Centers,",NA,"504",NA
"and Democrats will continue to support these valuable institutions.",NA,"504",NA
"We Democrats have increased overall funding to combat HIV/AIDS to record levels and will continue our nation’s fight against HIV/AIDS.",NA,"504",NA
"President Obama established the first-ever comprehensive National HIV/AIDS Strategy for responding to the domestic epidemic,",NA,"504",NA
"which calls for reducing HIV incidence, increasing access to care, optimizing health outcomes, and reducing HIV-related health disparities.",NA,"503",NA
"This is an evidence-based plan that is guided by science and seeks to direct resources to the communities at greatest risk, including gay men, black and Latino Americans, substance users, and others at high risk of infection.",NA,"705",NA
"And we will continue to support America’s groundbreaking biomedical researchers in their lifesaving work.",NA,"411",NA
"Stabilizing the Housing Market and Hard-Hit Communities. For more than a decade, irresponsible lenders tricked buyers into signing subprime loans while too many homeowners got in over their heads by buying homes they couldn’t afford.",NA,"403",NA
"But when the housing bubble burst, it hurt everyone, including responsible homeowners who played by the rules, but saw their home values decline and their neighbors’ houses sit vacant.",NA,"408",NA
"The housing market’s dramatic collapse did more than punish millions of innocent Americans; it also triggered the economy’s downward spiral into recession.",NA,"408",NA
"President Obama took swift action to stabilize a housing market in crisis,",NA,"305",NA
"helping five million families restructure their loans to help them stay in their homes,",NA,"408",NA
"making it easier for families to refinance their mortgages and save hundreds of dollars a month,",NA,"408",NA
"and giving tax credits to first-time home buyers.",NA,"408",NA
"He also cracked down on fraudulent mortgage lenders and other abuses that contributed to the housing crisis.",NA,"403",NA
"Democrats have held the largest financial institutions accountable by requiring them to provide relief for homeowners still struggling to pay their mortgages",NA,"403",NA
"and to change practices that took advantage of homeowners.",NA,"403",NA
"Democrats also understand the importance of helping communities fight back against the foreclosures that threaten entire neighborhoods,",NA,"606",NA
"which is why the President proposed to expand the successful neighborhood stabilization efforts in his American Jobs Act.",NA,"606",NA
"Too many people still owe more on their homes than they are worth.",NA,"408",NA
"That is why Democrats are fighting to give every responsible homeowner the chance to refinance their home, spurring investment in communities that have been hit hardest by foreclosure, and taking whatever steps we can to avoid more foreclosures.",NA,"402",NA
"The President remains committed to creating an economy that’s built to last,",NA,"414",NA
"where home ownership is an achievable dream for all Americans.",NA,"401",NA
"Social Security and Medicare. We believe every American deserves a secure, healthy, and dignified retirement.",NA,"504",NA
"America’s seniors have earned their Medicare and Social Security through a lifetime of hard work and personal responsibility.",NA,"504",NA
"President Obama is committed to preserving that promise for this and future generations.",NA,"503",NA
"During their working years, Americans contribute to Social Security in exchange for a promise that they will receive an income in retirement.",NA,"504",NA
"Unlike those in the other party, we will find a solution to protect Social Security for future generations.",NA,"504",NA
"We will block Republican efforts to subject Americans’ guaranteed retirement income to the whims of the stock market through privatization.",NA,"504",NA
"We reject approaches that insist that cutting benefits is the only answer.",NA,"504",NA
"President Obama will also make it easier for Americans to save on their own for retirement and prepare for unforeseen expenses by participating in retirement accounts at work.",NA,"505",NA
"The Republican budget plan would end Medicare as we know it.",NA,"504",NA
"Democrats adamantly oppose any efforts to privatize or voucherize Medicare;",NA,"504",NA
"unlike our opponents we will not ask seniors to pay thousands of dollars more every year while they watch the value of their Medicare benefits evaporate.",NA,"504",NA
"Democrats believe that Medicare is a sacred compact with our seniors.",NA,"504",NA
"Nearly 50 million older Americans and Americans with disabilities rely on Medicare each year, and the new health care law makes Medicare stronger by adding new benefits,",NA,"504",NA
"fighting fraud,",NA,"403",NA
"and improving care for patients.",NA,"504",NA
"And, over 10 years, the law will save the average Medicare beneficiary $4,200.",NA,"303",NA
"President Obama is already leading the most successful crackdown on health care fraud ever, having already recovered $10 billion from health care scams.",NA,"403",NA
"We will build on those reforms, not eliminate Medicare’s guarantees.",NA,"504",NA
"The health care law is closing the gap in prescription drug coverage known as the “doughnut hole.”",NA,"504",NA
"More than five million seniors have already saved money – an average of $600 last year – and the doughnut hole will be closed for good by 2020.",NA,"303",NA
"In short, Democrats believe that Social Security and Medicare must be kept strong for seniors, people with disabilities, and future generations.",NA,"504",NA
"Our opponents have shown a shocking willingness to gut these programs to pay for tax cuts for the wealthiest, and we fundamentally reject that approach.",NA,"504",NA
"An Economy that Out-Educates the World and Offers Greater Access to Higher Education and Technical Training. Democrats believe that getting an education is the surest path to the middle class,",NA,"506",NA
"giving all students the opportunity to fulfill their dreams and contribute to our economy and democracy.",NA,"506",NA
"Public education is one of our critical democratic institutions.",NA,"506",NA
"We are committed to ensuring that every child in America has access to a world-class public education so we can out-educate the world and make sure America has the world’s highest proportion of college graduates by 2020.",NA,"506",NA
"This requires excellence at every level of our education system, from early learning through post-secondary education.",NA,"506",NA
"It means we must close the achievement gap in America’s schools",NA,"506",NA
"and ensure that in every neighborhood in the country, children can benefit from high-quality educational opportunities.",NA,"506",NA
"This is why we have helped states and territories develop comprehensive plans to raise standards and improve instruction in their early learning programs",NA,"301",NA
"and invested in expanding and reforming Head Start.",NA,"506",NA
"President Obama and the Democrats are committed to working with states and communities so they have the flexibility and resources they need to improve elementary and secondary education in a way that works best for students.",NA,"301",NA
"To that end, the President challenged and encouraged states to raise their standards so students graduate ready for college or career and can succeed in a dynamic global economy.",NA,"301",NA
"Forty-six states responded, leading groundbreaking reforms that will deliver better education to millions of American students.",NA,"301",NA
"Too many students, particularly students of color and disadvantaged students, drop out of our schools, and Democrats know we must address the dropout crisis with the urgency it deserves.",NA,"506",NA
"The Democratic Party understands the importance of turning around struggling public schools.",NA,"506",NA
"We will continue to strengthen all our schools",NA,"506",NA
"and work to expand public school options for low-income youth, including magnet schools, charter schools, teacher-led schools, and career academies.",NA,"503",NA
"Because there is no substitute for a great teacher at the head of a classroom, the President helped school districts save more than 400,000 educator jobs.",NA,"701",NA
"We Democrats honor our nation’s teachers, who do a heroic job for their students every day.",NA,"701",NA
"If we want high-quality education for all our kids, we must listen to the people who are on the front lines.",NA,"506",NA
"The President has laid out a plan to prevent more teacher layoffs while attracting and rewarding great teachers.",NA,"701",NA
"This includes raising standards for the programs that prepare our teachers, recognizing and rewarding good teaching, and retaining good teachers",NA,"701",NA
". We also believe in carefully crafted evaluation systems that give struggling teachers a chance to succeed",NA,"701",NA
"and protect due process if another teacher has to be put in the classroom.",NA,"201",NA
"We also recognize there is no substitute for a parent’s involvement in their child’s education.",NA,"603",NA
"To help keep college within reach for every student, Democrats took on banks to reform our student loan program, saving more than $60 billion by removing the banks acting as middlemen so we can better and more directly invest in students.",NA,"403",NA
"To make college affordable for students of all backgrounds and confront the loan burden our students shoulder, we doubled our investment in Pell Grant scholarships and created the American Opportunity Tax Credit worth up to $10,000 over four years of college,",NA,"506",NA
"and we’re creating avenues for students to manage their federal student loans so that their payments can be only 10 percent of what they make each month.",NA,"412",NA
"President Obama has pledged to encourage colleges to keep their costs down by reducing federal aid for those that do not,",NA,"412",NA
"investing in colleges that keep tuition affordable and provide good value,",NA,"506",NA
"doubling the number of work-study jobs available to students,",NA,"701",NA
"and continuing to ensure that students have access to federal loans with reasonable interest rates.",NA,"403",NA
"We invested more than $2.5 billion in savings from reforming our student loan system to strengthen our nation’s Historically Black Colleges and Universities, Hispanic-Serving Institutions, Tribal Colleges and Universities, Alaska, Hawaiian Native Institutions, Asian American and Pacific Islander Institutions, and other Minority Serving Institutions.",NA,"607",NA
"These schools play an important role in creating a diverse workforce,",NA,"607",NA
"educating new teachers,",NA,"506",NA
"and producing the next generation of STEM workers.",NA,"411",NA
"We Democrats also recognize the economic opportunities created by our nation’s community colleges.",NA,"506",NA
"That is why the President has invested in community colleges and called for additional partnerships between businesses and community colleges to train two million workers with the skills they need for good jobs waiting to be filled,",NA,"411",NA
"and to support business-labor apprenticeship programs that provide skills and opportunity to thousands of Americans.",NA,"411",NA
"The President also proposed to double key investments in science to educate the next generation of scientists and engineers,",NA,"411",NA
"encourage private sector innovation,",NA,"410",NA
"and prepare at least 100,000 math and science teachers over the next decade.",NA,"411",NA
"And to make this country a destination for global talent and ingenuity, we won’t deport deserving young people who are Americans in every way but on paper,",NA,"607",NA
"and we will work to make it possible for foreign students earning advanced degrees in science, technology, engineering, and mathematics to stay and help create jobs here at home.",NA,"607",NA
"Mitt Romney has a radically different vision.",NA,"305",NA
"He says we need fewer teachers, cops, and firefighters – good middle class jobs – even after losing hundreds of thousands of such jobs during the recession and at a time when state, local, and territorial governments are still shedding these jobs.",NA,"704",NA
"He supports dramatic cuts to Head Start and the Pell Grant program.",NA,"506",NA
"Tuition at public colleges has soared over the last decade and students are graduating with more and more debt;",NA,"506",NA
"but Mitt Romney thinks students should “shop around” for the “best education they can afford.”",NA,"305",NA
"And he supports the radical House Republican budget that would cut financial aid for more than one million students while giving tax cuts to the rich.",NA,"402",NA
"We Democrats have focused on making sure that taxpayer dollars support high-quality education programs,",NA,"506",NA
"but Mitt Romney is a staunch supporter of expensive, for-profit schools – schools that often leave students buried in debt and without the skills for quality jobs and that prey on our servicemembers and veterans.",NA,"506",NA
"Cutting Waste, Reducing the Deficit, Asking All to Pay Their Fair Share",NA,NA,NA
"After the previous administration put two wars and tax cuts weighted towards the wealthy on the nation’s credit card,",NA,"305",NA
"and in the wake of the worst recession since the Great Depression,",NA,"408",NA
"Democrats took decisive steps to restore fiscal responsibility to Washington.",NA,"414",NA
"We reinstated the tough pay-as-you-go budget rules of the 1990s so that all permanent new spending and tax cuts must now be offset by savings or revenue increases.",NA,"414",NA
"President Obama has already signed into law $2 trillion in spending reductions as part of a balanced plan to reduce our deficits by over $4 trillion over the next decade",NA,"414",NA
"while taking immediate steps to strengthen the economy now.",NA,"408",NA
"This approach includes tough spending cuts that will bring annual domestic spending to its lowest level as a share of the economy in 50 years,",NA,"414",NA
"while still allowing us to make investments that benefit the middle class now",NA,"704",NA
"and reduce our deficit over a decade.",NA,"414",NA
"We are committed to defeating efforts that would return us to the failed economic policies of the past, in which tax relief for the wealthy explodes the deficit and asks the middle class to shoulder that burden.",NA,"704",NA
"To help spur economic growth, President Obama and the Democratic Party cut taxes for every working family – providing $3,600 in tax relief to the typical family over the President’s first term in office –",NA,"410",NA
"and we are committed to extending the middle class tax cuts for the 98 percent of American families who make less than $250,000 a year,",NA,"402",NA
"and we will not raise taxes on them.",NA,"402",NA
"The Republican Party has a different vision—instead of asking everyone to do their fair share and making investments we need for an economy built to last, they would slash taxes for corporations and the wealthiest Americans,",NA,"305",NA
"let Wall Street once again write its own rules,",NA,"403",NA
"and balance the budget on the backs of the middle class.",NA,"704",NA
"Romney and Congressional Republicans share the same, distorted view of the economy and support the same, lopsided budget.",NA,"305",NA
"Romney would roll back the tax relief Democrats provided to working families and college students, and would require massive new taxes on the middle class to pay for his $5 trillion tax plan that primarily benefits the wealthy.",NA,"503",NA
"The Democratic Party opposes efforts to give additional tax cuts to the wealthiest Americans at the expense of the middle class and investments in our future.",NA,"503",NA
"Economy Built to Last",NA,NA,NA
"All-of-the-Above Energy Policy. In the last four years, President Obama and the Democratic Party have taken concrete steps to make us more energy independent.",NA,"410",NA
"We’ve supported nearly 225,000 clean energy jobs",NA,"416",NA
"and Americans are importing less oil, breathing cleaner air, and saving money on energy costs.",NA,"416",NA
"Historic investments in clean energy technologies have helped double the electricity we get from wind and solar.",NA,"501",NA
"New emissions and fuel efficiency standards for American cars are reducing our oil use,",NA,"501",NA
"saving consumers at the pump,",NA,"403",NA
"and putting Americans back to work.",NA,"701",NA
"Our dependence on foreign oil is now at a 16-year low, and a new era of cheap, abundant natural gas is helping to bring jobs and industry back to the United States.",NA,"701",NA
"We can move towards a sustainable energy-independent future if we harness all of America’s great natural resources.",NA,"416",NA
"That means an all-of-the-above approach to developing America’s many energy resources, including wind, solar, biofuels, geothermal, hydropower, nuclear, oil, clean coal, and natural gas.",NA,"416",NA
"President Obama has encouraged innovation to reach his goal of generating 80 percent of our electricity from clean energy sources by 2035.",NA,"411",NA
"Democrats support making America the world’s leader in building a clean energy economy by extending clean energy incentives that support American businesses and American jobs in communities across the country.",NA,"411",NA
"It’s not enough to invent clean energy technologies here; we want to make them here and sell them around the world.",NA,"410",NA
"We can further cut our reliance on oil with increased energy efficiency in buildings, industry, and homes,",NA,"411",NA
"and through the promotion of advanced vehicles, fuel economy standards, and the greater use of natural gas in transportation.",NA,"411",NA
"Harnessing our natural gas resources needs to be done in a safe and responsible manner,",NA,"416",NA
"which is why the Obama administration has proposed a number of safeguards to protect against water contamination and air pollution.",NA,"501",NA
"We will continue to advocate for the use of this clean fossil fuel,",NA,"501",NA
"while ensuring that public and environmental health and workers’ safety are protected.",NA,"701",NA
"We support more infrastructure investment to speed the transition to cleaner fuels in the transportation sector.",NA,"411",NA
"And we are expediting the approval process to build out critical oil and gas lines essential to transporting our energy for consumers.",NA,"411",NA
"Building a clean energy future means that new exploration and production needs to be approached safely and responsibly.",NA,"416",NA
"Democrats are committed to balancing environmental protection with development,",NA,"416",NA
"and that means preserving sensitive public lands from exploration, like the Arctic National Wildlife Refuge, Pacific West Coast, Gulf of Maine, and other irreplaceable national landscapes.",NA,"501",NA
"We are saving consumers money on their energy bills – both at home and at the pump –",NA,"403",NA
"but Republican energy policy is full of empty rhetoric and bad ideas that would make their Big Oil donors even richer at the expense of the middle class.",NA,"503",NA
"Republicans would keep giving billions of taxpayer dollars a year to profitable oil companies and increase costs on consumers.",NA,"403",NA
"Democrats will fight to cut tax subsidies for Big Oil while promoting job growth in the clean energy sector,",NA,"403",NA
"so we can cut the deficit and increase jobs and growth in America.",NA,"701",NA
"Out-Building and Out-Innovating the Rest of the World. The American people will make a clear choice.",NA,"000",NA
"They can vote for Republicans who opposed saving the auto industry,",NA,"410",NA
"who favor a tax code that would actually encourage outsourcing, and.",NA,"410",NA
"whose plans would gut investments in federally financed labs and universities that build new American industries",NA,"411",NA
"Or they can elect Democrats who bet on the American worker",NA,"701",NA
", will reward those who create private-sector jobs here in America,",NA,"701",NA
"and make the investments that strengthen the middle class.",NA,"704",NA
"Betting on American Manufacturing and the American Automobile Industry. Thanks to President Obama’s recovery program, American manufacturers are creating jobs for the first time since the 1990s, including more than 500,000 jobs since the beginning of 2010.",NA,"701",NA
"Instead of cutting jobs or shipping them abroad, many American companies are now “insourcing,” or bringing overseas jobs back home.",NA,"701",NA
"President Obama and the Democrats boldly rescued America’s auto industry,",NA,"410",NA
"saving more than one million jobs,",NA,"701",NA
"preventing the collapse of the industry’s supply chain,",NA,"410",NA
"and shoring up countless communities, while revitalizing the backbone of America’s manufacturing sector.",NA,"410",NA
"Mitt Romney thought the government’s action would destroy the auto industry;",NA,"305",NA
