"text","text_en","cmp_code","eu_code"
"3.6.Vorfahrt für intelligente Mobilität47","3.6.Right of way for intelligent mobility47",NA,NA
"3.7.Eine Landwirtschaft, die stark und nachhaltig ist50","3.7.An agriculture that is strong and sustainable50",NA,NA
"3.8.Modernes Recht für mündige Verbraucherinnen und Verbraucher56","3.8.Modern law for empowered consumers56",NA,NA
"4.Neue Fairness und soziale Sicherheit - für den gesellschaftlichen","4.New fairness and social security - for the societal",NA,NA
"Zusammenhalt58","Cohesion58",NA,NA
"4.1.Finanzielle Sicherheit im Alter58","4.1.Financial security in old age58",NA,NA
"4.2.Soziale Sicherheit in allen Lebenslagen61","4.2.Social Security in All Circumstances61",NA,NA
"4.3.Leistungsfähiges Gesundheitswesen63","4.3.Efficient healthcare system63",NA,NA
"4.4.Gute Pflege für mehr Sicherheit und Halt67","4.4.Good care for more safety and hold67",NA,NA
"4.5.Deutschlands Verantwortung für globale Gesundheit69","4.5.Germany's responsibility for global health69",NA,NA
"5. Neue Generationengerechtigkeit bei Finanzen und Steuern - aus Verantwortung für unsere Kinder und Enkel70","5. new generational justice in finances and taxes - out of responsibility for our children and grandchildren70",NA,NA
"5.1.Mit soliden Finanzen sicher in die Zukunft70","5.1.Securely into the future with solid finances70",NA,NA
"5.2.Faire, leistungsgerechte und wettbewerbsfähige Steuern71","5.2.Fair, performance-based and competitive taxes71",NA,NA
"5.3.Vermögensbildung für jeden73","5.3.Wealth creation for everyone73",NA,NA
"5.4.Finanzplatz Deutschland stärken74","5.4.Strengthening Germany as a Financial Center74",NA,NA
"6.Neues Aufstiegsversprechen - für Deutschland als Chancen- und Familienland ..75","6.New Promise of Advancement - for Germany as a Country of Opportunity and Family ..75",NA,NA
"6.1.Mehr Zeit, Raum und Unterstützung für Familien75","6.1.More time, space and support for families75",NA,NA
"6.2.Gleichberechtigte Chancen für Frauen und Männer78","6.2.Equal opportunities for women and men78",NA,NA
"6.3.Aufstieg durch Bildung79","6.3.Advancement through education79",NA,NA
"7.Neuer Mut zur Innovation - aus Verantwortung für die Zukunft84","7.New Courage to innovate - out of responsibility for the future84",NA,NA
"7.1.Strategische Forschungs- und Innovationspolitik für Deutschland84","7.1.Strategic Research and Innovation Policy for Germany84",NA,NA
"7.2.Die besten Köpfe für unser Land89","7.2.The best brains for our country89",NA,NA
"7.3Digitale Transformationsoffensive92","7.3Digital transformation offensive92",NA,NA
"8.Neue Leistungsfähigkeit für einen modernen Staat - zum Wohl der","8. new efficiency for a modern state - for the benefit of the",NA,NA
"Bürgerinnen und Bürger95","Citizens95",NA,NA
"8.1.Modernisierungsjahrzehnt für den Staat95","8.1.Modernization decade for the state95",NA,NA
"8.2.Die Bürgerinnen und Bürger im Mittelpunkt 99","8.2.Focus on citizens 99",NA,NA
"8.3.Der öffentliche Dienst als moderner Arbeitgeber101","8.3.The public service as a modern employer101",NA,NA
"8.4.Digitale Infrastruktur104","8.4.Digital infrastructure104",NA,NA
"8.5.Nachhaltiger Staat104","8.5.Sustainable state104",NA,NA
"9. Neue Stärke für mehr Sicherheit - aus Verantwortung für unsere Freiheit 106","9. new strength for more security - out of responsibility for our freedom 106",NA,NA
"9.1.Mehr Sicherheit überall und jederzeit106","9.1.More security anywhere and anytime106",NA,NA
"9.2.Voller Schutz für Kinder und Frauen vor Gewalt und Missbrauch108","9.2.Full protection for children and women from violence and abuse108",NA,NA
"9.3. Kein Raum für organisierte Kriminalität110","9.3 No room for organized crime110",NA,NA
"9.4. Null Toleranz gegenüber kriminellen Familienclans111","9.4 Zero Tolerance for Criminal Family Clans111",NA,NA
"9.5. Schutz unserer Demokratie vor Extremisten und Terroristen112","9.5 Protecting our democracy from extremists and terrorists112",NA,NA
"9.6. Stärkung unserer Sicherheitsbehörden116","9.6 Strengthening our security authorities116",NA,NA
"9.7. Gefahrenabwehr im Cyberraum117","9.7 Security in cyberspace117",NA,NA
"9.8. Wirksamer Bevölkerungsschutz119","9.8 Effective population protection119",NA,NA
"9.9. Starke und bürgernahe Justiz121","9.9 Strong and citizen-oriented justice121",NA,NA
"10.Neue Lebensqualität in Stadt und Land - aus Liebe zu unserer Heimat123","10.New quality of life in town and country - for the love of our home123",NA,NA
"10.1. Gutes Wohnen in lebendigen Dörfern und Städten123","10.1 Good Living in Vibrant Villages and Cities123",NA,NA
"10.2. Gleichwertige Lebensverhältnisse und wirtschaftliche Entwicklung in allen Regionen126","10.2 Equal living conditions and economic development in all regions126",NA,NA
"10.3. Stärkung von Zusammenhalt und Ehrenamt132","10.3 Strengthening cohesion and volunteering132",NA,NA
"10.4. Integration als Fundament des Miteinanders134","10.4 Integration as the foundation of togetherness134",NA,NA
"10.5. Deutschland als Kulturnation135","10.5 Germany as a Cultural Nation135",NA,NA
"10.6. Eine moderne Medienlandschaft137","10.6 A modern media landscape137",NA,NA
"10.7. Engagierte Sportförderung138","10.7 Dedicated sports promotion138",NA,NA
"Einleitung","Introduction","H",NA
"Deutschland ist ein starkes Land.","Germany is a strong country.","601.1",NA
"Das ist vor allem ein Verdienst der Bürgerinnen und Bürger, die jeden Tag anpacken, damit es bei uns auch morgen gut läuft.","This is above all thanks to the citizens who work hard every day to ensure that things will continue to run smoothly in the future.","606.1",NA
"Wir haben starke Betriebe, innovative Startups und Weltmarktführer, herausragende Forscherinnen und Forscher und eines der besten Gesundheits- und Sozialsysteme der Welt.","We have strong businesses, innovative startups and global market leaders, outstanding researchers and one of the best healthcare and social systems in the world.","601.1",NA
"Wir sind ein weltoffenes und sicheres Land; ein Land, das Verantwortung für Sicherheit und Frieden, Freiheit und Wohlstand in Europa und weltweit übernimmt.","We are a cosmopolitan and secure country; a country that takes responsibility for security and peace, freedom and prosperity in Europe and worldwide.","601.1",NA
"Die Corona-Krise hat unser Land und besonders Staat und Verwaltung herausgefordert und offengelegt, dass wir in einigen Bereichen schneller, besser und mutiger werden müssen.","The Corona crisis has challenged our country, and especially the state and the administration, and revealed that we need to be faster, better and bolder in some areas.","303",NA
"Wir brauchen einen kraftvollen Neustart nach der Krise.","We need a powerful new start after the crisis.","408",NA
"Wir wollen die 20er Jahre zu einem Modernisierungsjahrzehnt für unser Land machen.","We want to make the 1920s a modernization decade for our country.","411",NA
"Dabei wollen wir das Gute besser machen.","In doing so, we want to make the good better.","411",NA
"Denn klar ist: Wir können nicht zaubern, aber wir können und wir wollen arbeiten und gestalten.","Because one thing is clear: we can't do magic, but we can and we want to work and shape.","305.1",NA
"Wir haben in der unionsgeführten Bundesregierung vieles erreicht.","We have achieved a great deal in the CDU/CSU-led federal government.","305.1",NA
"Unsere Politik für Wachstum und solide Finanzen hat die Grundlage dafür geschaffen, dass wir in der Pandemie umfassend handeln konnten: zum Schutz der Bürgerinnen und Bürger vor dem Virus, für die Impfstoffrevolution und umfassende Hilfen für Betriebe und Beschäftigte.","Our policy for growth and sound finances laid the foundation for us to act comprehensively in the pandemic: to protect citizens from the virus, for the vaccine revolution and comprehensive assistance for businesses and employees.","305.1",NA
"Das ist nicht selbstverständlich und nicht garantiert.","This is not self-evident and not guaranteed.","305.1",NA
"Erfolg ist kein Schicksal, sondern das Ergebnis harter Arbeit.","Success is not destiny, but the result of hard work.","401",NA
"Unsere Richtung ist klar: Wir wollen den Wandel gestalten, damit Deutschland an der Spitze bleibt.","Our direction is clear: We want to shape change so that Germany remains at the top.","601.1",NA
"Aber unsere Vorstellung ist: Sicherheit im Wandel.","But our idea is: safety in transition.","503",NA
"Wir wollen stark aus der Krise kommen und eine neue Dynamik schaffen.","We want to come out of the crisis strong and create a new dynamic.","408",NA
"Eine Dynamik, die Wirtschaft","A dynamic that drives the economy","410",NA
"und Klimaschutz voranbringt,","and climate protection,","501",NA
"Arbeitsplätze sichert und neue schafft,","secures jobs and creates new ones,","701",NA
"Familien unterstützt","Families supported","603",NA
"und eine moderne Arbeitswelt gestaltet.","and a modern working environment.","701",NA
"Dabei stürmen wir nicht blind ins Morgen, sondern halten Maß und Mitte.","We do not rush blindly into tomorrow, but keep a sense of proportion.","305.1",NA
"Das bedeutet auch: Wir werden nichts versprechen, was wir nicht einhalten können.","This also means that we will not promise anything that we cannot deliver.","305.1",NA
"Durch die hohen Ausgaben zur Bekämpfung der Pandemie sind die finanziellen Spielräume des Staates deutlich eingeschränkt.","The high level of spending to combat the pandemic has significantly restricted the state's financial leeway.","414",NA
"Neue Schulden oder Steuererhöhungen wären aber der falsche Weg.","But new debt or tax increases would be the wrong way to go.","414",NA
"Wir setzen auf wirtschaftliches Wachstum, das unserem Staat finanzielle Spielräume eröffnet.","We are focusing on economic growth, which gives our state financial leeway.","410",NA
"Diese Spielräume wollen wir für die finanzwirksamen Vorhaben dieses Programms nutzen.","We intend to use this leeway for the financially effective projects of this program.","408",NA
"Wir brauchen auch einen Neustart im Verhältnis zwischen Staat und Bürger.","We also need a fresh start in the relationship between the state and its citizens.","201.1",NA
"Der Staat muss sich nach der Pandemie wieder deutlich zurückziehen und den Bürgerinnen und Bürgern","After the pandemic, the state must again withdraw significantly and","201.1",NA
"sowie den Unternehmen mehr Freiraum lassen.","give citizens and companies more freedom.","401",NA
"Wir müssen aufhören, jedes Problem bis ins Detail zu regeln","We need to stop trying to regulate every problem down to the last detail","401",NA
"oder mit mehr Geld lösen zu wollen.","or solve it with more money.","414",NA
"Wir wollen einen verlässlichen und modernen Staat.","We want a reliable and modern state.","303",NA
"Unser Ziel ist, so schnell wie möglich wieder zurück zu einer Normalität zu gelangen, die uns Liebgewonnenes und Vermisstes zurückgibt und in der wir klug das Morgen gestalten.","Our goal is to return as quickly as possible to a normalcy that gives us back what we love and miss, and in which we wisely create tomorrow.","601.1",NA
"Wir wollen, dass Deutschland eine starke Heimat bleibt, in der möglichst viele Menschen nach ihrem persönlichen Glück streben können.","We want Germany to remain a strong homeland in which as many people as possible can strive for their personal happiness.","601.1",NA
"Wir wollen eine Gesellschaft, die zusammenhält und Einsatz belohnt, Aufstieg ermöglicht und die diejenigen schützt, die sich nicht selbst helfen können.","We want a society that holds together and rewards commitment, enables advancement, and protects those who cannot help themselves.","606.1",NA
"Wir wollen ein modernes Deutschland, das an morgen denkt, heute handelt und gemeinsam ganz Großes weiterwachsen lässt: wirtschaftliche Stärke,","We want a modern Germany that thinks about tomorrow, acts today and continues to grow great things together: economic strength,","410",NA
"konsequenten Klimaschutz","consistent climate protection","501",NA
"und soziale Sicherheit.","and social security.","504",NA
"Deshalb soll Deutschland deutlich vor Mitte des Jahrhunderts eine klimaneutrale Industrienation werden.","That is why Germany is to become a climate-neutral industrial nation well before the middle of the century.","501",NA
"Und gemeinsam mit unseren europäischen Freunden wollen wir dafür sorgen, dass Deutschland und die EU weltpolitikfähiger werden.","And together with our European friends, we want to ensure that Germany and the EU become more capable of conducting global politics.","108",NA
"Wir haben für diese Aufgabe die richtigen Werte und Prinzipien: Vernunft statt Ideologie,","We have the right values and principles for this task: Reason instead of ideology,","202.1",NA
"Innovationen statt Verbote,","innovations instead of prohibitions, a social","401",NA
"Soziale Marktwirtschaft statt sozialistischer Umverteilung,","market economy instead of socialist redistribution,","403",NA
"Chancen statt Ängste,","opportunities instead of fears,","503",NA
"Respekt statt Bevormundung für Familien,","respect instead of paternalism for families, a","603",NA
"christliches Menschenbild und gesellschaftliche Vielfalt statt vorgefertigter Lebensentwürfe für jeden Einzelnen.","Christian view of humanity and social diversity instead of prefabricated life plans for each individual.","603",NA
"Wir spielen vermeintliche Gegensätze und unterschiedliche Gruppen nicht gegeneinander aus.","We do not play supposed opposites and different groups off against each other.","606.1",NA
"Wir verbinden sie.","We connect them.","606.1",NA
"Weil wir wissen: Gerade in einer individualisierten Gesellschaft ist es wichtig, dass wir bei den großen Fragen in eine gemeinsame Richtung gehen, dass jeder die Gewissheit hat, Teil eines Ganzen zu sein - ob jung oder alt, ob auf dem Land oder in der Stadt, ob Arbeitnehmer oder Arbeitgeber.","Because we know: Especially in an individualized society, it is important that we move in a common direction on the big issues, that everyone has the certainty of being part of a whole - whether young or old, whether in the country or in the city, whether employee or employer.","606.1",NA
"Zusammenhalt ist für uns Ausdruck von Verantwortung - gegenüber den Bürgerinnen und Bürgern unseres Landes ebenso wie gegenüber unserer Umwelt und den zukünftigen Generationen.","For us, cohesion is an expression of responsibility - toward the citizens of our country as well as toward our environment and future generations.","606.1",NA
"Jeder von uns ist Teil dieser Verantwortungsgemeinschaft, Teil einer Nation und einer Europäischen Union mit gemeinsamer Kultur, gemeinsamer Geschichte, gemeinsamen Werten, gemeinsamen Zielen und einer gemeinsamen Zukunft.","Each of us is part of this community of responsibility, part of a nation and a European Union with a common culture, a common history, common values, common goals and a common future.","606.1",NA
"1.Neue Verantwortung Deutschlands in der Welt - aus Überzeugung für Frieden, Freiheit und Menschenrechte","1.Germany's New Responsibility in the World - Conviction for Peace, Freedom and Human Rights","H",NA
"Unser Unions-Versprechen: Wir arbeiten für ein weltoffenes Deutschland, das in einem Bündnis von Demokratien gemeinsam mit unseren transatlantischen und europäischen Partnern die globalen Herausforderungen gestaltet.","Our Union promise: We work for a Germany that is open to the world, that shapes global challenges together with our transatlantic and European partners in an alliance of democracies.","107",NA
"Unser Ziel heißt: Sicherheit und Frieden,","Our goal is security and peace,","106",NA
"Freiheit und Wohlstand für die Menschen in Deutschland.","freedom and prosperity for the people of Germany.","201.1",NA
"Das Modernisierungsjahrzehnt, mit dem wir Deutschland weltpolitikfähig machen, kann nur mit neuer außenpolitischer Stärke gelingen.","The modernization decade with which we are making Germany fit for global politics can only succeed with new strength in foreign policy.","107",NA
"Die Pandemie hat uns erneut gezeigt, wie vernetzt unsere Welt ist.","The pandemic has shown us once again how interconnected our world is.","107",NA
"Weder das Coronavirus noch der Klimawandel oder die digitale Transformation machen an Grenzen halt.","Neither the coronavirus, nor climate change, nor digital transformation stop at borders.","107",NA
"Wir können die großen weltweiten Menschheitsaufgaben nur lösen, wenn wir sie gemeinsam global anpacken.","We can only solve the major global challenges facing humanity if we tackle them globally together.","107",NA
"Es ist in unserem eigenen Interesse, dass wir international mehr Verantwortung übernehmen.","It is in our own interest that we take on more responsibility internationally.","107",NA
"Die Bedingungen dafür haben sich gravierend verändert: Wir befinden uns inmitten eines weltweiten Epochenwechsels.","The conditions for this have changed dramatically: We are in the midst of a global epochal shift.","107",NA
"Die große wirtschaftliche Dynamik in Asien und der Aufstieg Chinas verändern das internationale Machtgefüge.","The great economic dynamism in Asia and the rise of China are changing the international power structure.","107",NA
"Wir erleben die Missachtung des Völkerrechts und Regelbrüche durch bedeutende Staaten des internationalen Systems, und wir sehen, dass sich weltweit populistische Strömungen ausbreiten, auch in demokratischen Staaten.","We are witnessing the disregard for international law and rule-breaking by major states in the international system, and we are seeing populist currents spreading around the world, including in democratic states.","202.1",NA
"Hinzu kommt: Neue Technologien bestimmen nicht nur unseren Alltag, sondern sind auch ein relevanter Faktor der internationalen Politik.","What's more: New technologies not only determine our everyday lives, but are also a relevant factor in international politics.","411",NA
"Es reicht nicht, auf Krisen nur zu reagieren.","It is not enough to merely react to crises.","104",NA
"Daher werden wir eine Sicherheitsarchitektur schaffen, die bessere Koordinierung und einen vorausschauenden strategischen Ansatz möglich macht.","Therefore, we will create a security architecture that enables better coordination and a forward-looking strategic approach.","104",NA
"Die Grundlage unseres weltweiten politischen Handelns ist und bleibt dabei das christliche Menschenbild.","The basis of our worldwide political action is and remains the Christian image of man.","603",NA
"Wir bekennen uns dazu, dass Deutschland aktiv zur internationalen Krisenbewältigung und zur Gestaltung der Weltordnung beiträgt - in der Europäischen Union, der NATO, den Vereinten Nationen und weiteren internationalen Organisationen.","We are committed to Germany's active contribution to international crisis management and to shaping the world order - in the European Union, NATO, the United Nations and other international organizations.","107",NA
"1.1.Stärkung der werte- und regelbasierten internationalen Ordnung","1.1.Strengthening the values- and rules-based international order","H",NA
"Bündnis der Demokratien schmieden","Forging an alliance of democracies","H",NA
"Demokratien und autoritäre Staaten ringen um den globalen Gestaltungsanspruch im 21. Jahrhundert.","Democracies and authoritarian states are vying for the right to shape the world in the 21st century.","202.1",NA
"Es geht um den Fortbestand unserer freiheitlich-demokratischen Ordnung, die autoritäre Staaten in Frage stellen und zu destabilisieren versuchen.","At stake is the continued existence of our liberal democratic order, which authoritarian states are challenging and attempting to destabilize.","202.1",NA
"Aus dieser Systemrivalität ergeben sich für uns die Verpflichtung und der Anspruch, die internationale regel- und wertebasierte Ordnung wieder zu stärken.","This system rivalry gives rise to our obligation and aspiration to reinvigorate the international rules- and values-based order.","107",NA
"Denn sie ist Voraussetzung dafür, dass wir in Sicherheit und Frieden,","Because it is a prerequisite for us to live in security and peace,","106",NA
"Freiheit und Wohlstand leben können.","freedom and prosperity.","201.1",NA
"Wir wollen, dass Deutschland und Europa gestärkt aus dieser Herausforderung hervorgehen - gemeinsam mit den USA und zugleich auf eigene Fähigkeiten bedacht.","We want Germany and Europe to emerge stronger from this challenge - together with the USA and at the same time mindful of their own capabilities.","107",NA
"Dafür müssen wir gemeinsam die Zusammenarbeit mit unseren transatlantischen Partnern wieder ausbauen und neue handlungsfähige Strukturen mit unseren weltweiten demokratischen Partnern entwickeln, gerade im indo-pazifischen Raum und in Lateinamerika.","To this end, we must work together to rebuild cooperation with our transatlantic partners and develop new structures capable of action with our democratic partners around the world, especially in the Indo-Pacific region and Latin America.","107",NA
"Dieses Bündnis der Demokratien muss prägenden Einfluss auf die globale Ordnung nehmen, insbesondere in der Klima-, Handels-, Digital- und Sicherheitspolitik.","This alliance of democracies must have a formative influence on the global order, especially in climate, trade, digital and security policy.","202.1",NA
"Dabei leitet uns der Gedanke der Freiheit","We are guided by the idea of freedom","201.1",NA
"und der unantastbaren Würde des Menschen.","and the inviolable dignity of the human being.","201.2",NA
"Deshalb setzen wir uns für Frieden, Freiheit und Sicherheit,","That is why we are committed to peace, freedom and security,","106",NA
"für die Wahrung der Menschenrechte,","for the protection of human rights,","201.2",NA
"für die Einhaltung und Weiterentwicklung des Völkerrechts,","for the observance and further development of international law,","107",NA
"für nachhaltige Entwicklung","for sustainable development","416.2",NA
"sowie den freien und fairen Welthandel ein.","and free and fair world trade.","407",NA
"In unserem außenpolitischen Handeln suchen wir stets die internationale Partnerschaft und den multilateralen Ansatz.","In our foreign policy actions, we always seek international partnership and a multilateral approach.","107",NA
"Die Vereinten Nationen (VN) und ihre Organisationen alleine können die universelle Gültigkeit ihrer Grundsätze und Ziele beanspruchen.","The United Nations (UN) and its agencies alone can claim the universal validity of its principles and goals.","107",NA
"Die Vereinten Nationen sind und bleiben daher grundlegend für die internationale Ordnung und die Bewältigung internationaler Herausforderungen.","The United Nations therefore remains fundamental to the international order and to addressing international challenges.","107",NA
"Sie müssen daher entscheidungs- und handlungsfähiger werden.","They must therefore become more capable of making decisions and taking action.","107",NA
"Universelle Geltung der Menschenrechte durchsetzen","Enforcing the universal validity of human rights","H",NA
"Die Menschenrechte gelten universell, sind unteilbar und unveräußerlich.","Human rights are universal, indivisible and inalienable.","201.2",NA
"Dem Versuch autoritärer Staaten, diesen Konsens aufzuweichen, treten wir entschieden entgegen.","We resolutely oppose attempts by authoritarian states to weaken this consensus.","201.2",NA
"Hierfür wollen wir die Menschenrechtsmechanismen stärken.","To this end, we want to strengthen human rights mechanisms.","201.2",NA
"Kinder, Menschen mit Behinderungen oder Flüchtlinge sind dabei besonders schutzbedürftig.","Children, people with disabilities or refugees are particularly vulnerable in this regard.","201.2",NA
"Wir wollen auch dem Menschenrecht auf Religionsfreiheit weltweit Geltung verschaffen und die kritische Lage religiöser Minderheiten verbessern.","We also want to assert the human right to religious freedom worldwide and improve the critical situation of religious minorities.","201.2",NA
"Insbesondere werden wir uns weiterhin beharrlich für verfolgte Christen einsetzen.","In particular, we will continue to persistently advocate for persecuted Christians.","201.2",NA
"1.2.Deutschland als Stabilitätsanker in der globalen Welt","1.2.Germany as an anchor of stability in the global world","H",NA
"Deutschland muss als stärkste Wirtschaftsnation Europas eine führende außen- und sicherheitspolitische Rolle einnehmen.","As Europe's strongest economic nation, Germany must play a leading role in foreign and security policy.","104",NA
"Wir müssen mehr als bisher bereit sein, zusammen mit unseren Verbündeten und Partnern unter Wahrung der völkerrechtlichen und unserer verfassungsrechtlichen Vorgaben alle Instrumente unserer Außen-, Verteidigungs- und Entwicklungspolitik anzuwenden - auch militärische, wenn dies nötig ist.","We must be more prepared than in the past to use all the instruments of our foreign, defense and development policy - including military ones if necessary - together with our allies and partners, while respecting international law and our constitutional requirements.","104",NA
"Wir wollen einen stärkeren strategischen Ansatz in der Außen- und Sicherheitspolitik in einer regelmäßig vorzulegenden nationalen Sicherheitsstrategie bündeln, die parlamentarisch erörtert wird.","We want to bundle a stronger strategic approach to foreign and security policy in a national security strategy to be submitted regularly and discussed in parliament.","104",NA
"Wir müssen die Vernetzung der Sicherheit auch in unserer Regierung abbilden.","We need to map the interconnectedness of security in our government as well.","104",NA
"Daher wollen wir im Bundeskanzleramt einen Nationalen Sicherheitsrat schaffen, der außen- und sicherheitspolitische Koordinierung, strategische Vorausschau und nachrichtendienstliche Erkenntnisse des Bundes und der Länder zusammenführt.","That is why we want to create a National Security Council in the Federal Chancellery to bring together foreign and security policy coordination, strategic foresight and intelligence from the federal and state governments.","104",NA
"Wir werden die politischen Stiftungen weiterhin angemessen finanziell ausstatten.","We will continue to provide adequate funding for political foundations.","202.1",NA
"Sie leisten einen wesentlichen Beitrag zur politischen Bildung, zur Studienförderung und zur wissenschaftlichen Forschung sowie im internationalen Bereich zur Stärkung der Demokratie, der Zivilgesellschaft und der Entwicklungszusammenarbeit.","They make a significant contribution to political education, the promotion of studies and scientific research, and in the international arena to strengthening democracy, civil society and development cooperation.","202.1",NA
"1.3.Aufbruch für die transatlantische Partnerschaft Beziehungen zu Amerika stärken","1.3.new beginnings for the transatlantic partnership Strengthening relations with America","H",NA
"Die USA sind unser wichtigster weltpolitischer Partner.","The USA is our most important global political partner.","107",NA
"Mit Präsident Joe Biden verbinden wir die Chance eines neuen Aufbruchs für die transatlantische Partnerschaft.","With President Joe Biden, we associate the opportunity of a new departure for the transatlantic partnership.","107",NA
"Nur in enger Abstimmung werden wir gestaltende Impulse in der Klima-, Handels-, Wissenschafts- und Technologiepolitik setzen können.","Only by working closely together will we be able to shape climate, trade, science and technology policy.","107",NA
"Unser Ziel muss sein, gemeinsam den Gegnern der Freiheit zu trotzen,","Our goal must be to work together to defy the enemies of freedom,","201.1",NA
"globale Standards zu setzen","set global standards","107",NA
"und unseren technologischen Vorsprung zu wahren und auszubauen.",", and maintain and expand our technological edge.","411",NA
"Hierzu ist eine weitere Vertiefung unserer Handels- und Wissenschaftsbeziehungen unabdingbar.","To this end, further deepening of our trade and scientific relations is indispensable.","107",NA
"Unser Ziel ist ein umfassender transatlantischer Wirtschafts-, Handels- und Zukunftsraum.","Our goal is a comprehensive transatlantic economic, trade and future area.","107",NA
"Um die Technologieführerschaft des wertegebundenen Westens zu bewahren, müssen wir unsere Spitzenforschung und Produktanwendung eng abstimmen.","To maintain the technology leadership of the value-based West, we must closely coordinate our cutting-edge research and product application.","411",NA
"Wir wollen zudem die gemeinsame Bekämpfung der Organisierten Kriminalität und des Terrorismus intensivieren","We also want to intensify the joint fight against organized crime and terrorism","104",NA
"sowie klimaaußenpolitisch mit den USA eng zusammenarbeiten.","and work closely with the USA on foreign climate policy.","501",NA
"Auch mit Kanada sowie den demokratisch gefestigten Staaten Lateinamerikas und der Karibik wollen wir enger kooperieren.","We also want to cooperate more closely with Canada and the democratically established countries of Latin America and the Caribbean.","107",NA
"Den Austausch mit den USA auf gesellschaftlicher Ebene wollen wir deutlich ausbauen.","We want to significantly expand our exchange with the USA at the social level.","107",NA
"Wir wissen: Völkerverständigung beginnt bei persönlichen Freundschaften und muss immer wieder neu wachsen in jeder Generation.","We know: International understanding begins with personal friendships and must grow again and again in each generation.","107",NA
"Deshalb wollen wir ein deutsch-amerikanisches Jugendwerk einrichten und das erfolgreiche Jugendaustauschprogramm (Parlamentarisches Patenschaftsprogramm) des Bundestages mehr als verdoppeln.","That is why we want to establish a German-American Youth Office and more than double the successful youth exchange program (Parliamentary Sponsorship Program) of the Bundestag.","107",NA
"Die NATO als Wertegemeinschaft und Sicherheitsbündnis begreifen","Understanding NATO as a community of values and a security alliance","H",NA
"Die NATO ist das Rückgrat der euroatlantischen Sicherheit.","NATO is the backbone of Euro-Atlantic security.","104",NA
"Garantiert wird diese Sicherheit durch die nukleare Teilhabe, die Beistandsklausel für den Bündnisfall und die Präsenz amerikanischer Soldaten in Europa.","This security is guaranteed by nuclear sharing, the mutual assistance clause for the case of an alliance and the presence of American soldiers in Europe.","104",NA
