"text","text_en","cmp_code","eu_code"
"4 Inhaltsverzeichnis Inhaltsverzeichnis 5","4 Table of contents Table of contents 5",NA,NA
"Innere Sicherheit 74","Internal security 74",NA,NA
"Linke Gewalt entschieden bekämpfen 74","Decisively combating left-wing violence 74",NA,NA
"Wirksame Bekämpfung der Ausländerkriminalität 75","Effectively combating crime against foreigners 75",NA,NA
"Vollstreckung im Ausland 76","Enforcement abroad 76",NA,NA
"Jugendstrafrecht 76","Juvenile criminal law 76",NA,NA
"Bundespolizei stärken – Grenzschutz ist nationale Aufgabe 76","Strengthen federal police - border protection is a national task 76",NA,NA
"Reform der Polizei 77","Police reform 77",NA,NA
"Fahndungsmöglichkeiten verbessern 78","Improve tracing capabilities 78",NA,NA
"Organisierte Kriminalität bekämpfen 78","Combating organized crime 78",NA,NA
"Sicherheit der Bürger verbessern 79","Improve citizen safety 79",NA,NA
"Strafjustiz verbessern 79","Improve criminal justice 79",NA,NA
"Islam 82","Islam 82",NA,NA
"Migration, Asyl und Integration: Human und rational handeln – Deutschland schützen 88","Migration, asylum and integration: Acting humanely and rationally - protecting Germany 88",NA,NA
"Asylmissbrauch beenden 88","End asylum abuse 88",NA,NA
"Die unlösbaren Folgeprobleme 89","The unsolvable follow-up problems 89",NA,NA
"Asylparadies Deutschland schließen 90","Close asylum paradise Germany 90",NA,NA
"Abschiebung und Rückkehr 92","Deportation and return 92",NA,NA
"Leben retten und soziale Gerechtigkeit herstellen 94","Saving lives and achieving social justice 94",NA,NA
"Hilfe vor Ort statt Tod auf dem Weg nach Europa 95","Help on the spot instead of death on the way to Europe 95",NA,NA
"Zuwanderung wieder national regeln 95","Regulate immigration nationally again 95",NA,NA
"Qualifizierte Zuwanderung 96","Qualified immigration 96",NA,NA
"Integration 97","Integration 97",NA,NA
"Die deutsche Staatsangehörigkeit ist ein kostbares Gut 99","German citizenship is a precious commodity 99",NA,NA
"Familienpolitik 102","Family policy 102",NA,NA
"Familien stärken und fördern 102","Strengthening and promoting families 102",NA,NA
"Ursachen der demografischen Katastrophe 103","Causes of the demographic catastrophe 103",NA,NA
"Leistungsfähigkeit der Familien erhalten 104","Maintaining the performance of families 104",NA,NA
"Familien unterstützen 105","Support families 105",NA,NA
"Familienfreundliches Deutschland 106","Family-friendly Germany 106",NA,NA
"Kinder in den Familien belassen - Kindesentzug nur in Ausnahmen 107","Keep children in families - child removal only in exceptions 107",NA,NA
"Willkommenskultur für Kinder 108","Welcome culture for children 108",NA,NA
"Trennungsfolgen mindern 110","Mitigate separation consequences 110",NA,NA
"Verantwortungsvolle Kinderbetreuung 111","Responsible childcare 111",NA,NA
"Das Geschlecht ist eine biologische Tatsache 112","Gender is a biological fact 112",NA,NA
"Arbeits- und Sozialpolitik 116","Labor and social policy 116",NA,NA
"Zuwanderung von EU-Ausländern in unsere Sozialsysteme begrenzen 116","Limit immigration of EU foreigners into our social systems 116",NA,NA
"Nationale Gesetzgebungshoheit im Sozialrecht verteidigen 116","Defending National Legislative Sovereignty in Social Law 116",NA,NA
"Keine Auszahlungen von Sozialleistungen auf ausländische Konten 117","No disbursements of social benefits to foreign accounts 117",NA,NA
"Lohndumping in der Leiharbeit verhindern 117","Preventing wage dumping in temporary employment 117",NA,NA
"Mindestlohn beibehalten 117","Maintain minimum wage 117",NA,NA
"Arbeitsleben würdigen – Arbeitslosengeld I gerecht gestalten 118","Appreciating working life - making unemployment benefit I fair 118",NA,NA
"Reform der Arbeitslosenversicherung 118","Unemployment insurance reform 118",NA,NA
"Aktivierende Grundsicherung - Arbeit, die sich lohnt 119","Activating basic security - work that pays 119",NA,NA
"Finanzkontrolle Schwarzarbeit stärken 119","Strengthen financial control of undeclared work 119",NA,NA
"Arbeitsrecht reformieren und vereinfachen 120","Reform and simplify labor law 120",NA,NA
"Gezielte Maßnahmen gegen Wohnungs- und Obdachlosigkeit 120","Targeted measures against housing and homelessness 120",NA,NA
"Mehr Arbeitsplätze mit fairer Entlohnung für schwerbehinderte Menschen 120","More jobs with fair pay for severely disabled people 120",NA,NA
"Verbesserungen für Menschen mit Behinderungen in Krankenhäusern 121","Improvements for people with disabilities in hospitals 121",NA,NA
"Das Rentenkonzept der AfD 124","The AfD's pension concept 124",NA,NA
"Renten zukunftsfest 124","Future-proofing pensions 124",NA,NA
"Freiheit beim Renteneintritt 125","Freedom at retirement 125",NA,NA
"Altersarmut verhindern 125","Preventing poverty in old age 125",NA,NA
"Abschaffung der Politikerpensionen 126","Abolition of politicians' pensions 126",NA,NA
"Reduzierung des Beamtenstatus auf originär hoheitliche Aufgaben 126","Reduction of civil servant status to original sovereign tasks 126",NA,NA
"Lastengerechtigkeit zwischen Familien und Kinderlosen herstellen 127","Establish equity in burdens between families and the childless 127",NA,NA
"Ungerechtigkeiten bei der Überleitung der Ostrenten beseitigen 128","Eliminate inequities in the transition of eastern pensions 128",NA,NA
"Keine Doppelbesteuerung, Steuerfreibetrag anheben 128","No double taxation, raise tax allowance 128",NA,NA
"Umlagefinanzierte Rente stärken 129","Strengthen pay-as-you-go pension 129",NA,NA
"Wehrdienst rentenpolitisch würdigen 129","Appreciate military service in terms of pension policy 129",NA,NA
"6 Inhaltsverzeichnis Inhaltsverzeichnis 7","6 Table of contents Table of contents 7",NA,NA
"Gesundheitspolitik 132","Health policy 132",NA,NA
"Schluss mit den unverhältnismäßigen Corona-Maßnahmen 132","An end to disproportionate Corona measures 132",NA,NA
"Impfen muss freiwillig bleiben 133","Vaccination must remain voluntary 133",NA,NA
"Einsetzung eines parlamentarischen Corona-Untersuchungsausschusses 133","Establishment of a parliamentary Corona investigation committee 133",NA,NA
"Krankenhäuser und Kliniken brauchen Planungssicherheit und eine individuell auskömmliche Finanzierung 134","Hospitals and clinics need planning security and individually adequate funding 134",NA,NA
"Serviceorientierte ambulante Versorgung durch Beendigung der Budgetierung 135","Service-oriented outpatient care by ending budgeting 135",NA,NA
"Medizinische Versorgung auf dem Land wiederherstellen und sichern 136","Restore and secure medical care in rural areas 136",NA,NA
"Zugang zu Heil- und Hilfsmitteln entbürokratisieren 137","Reduce bureaucracy in access to therapeutic products and aids 137",NA,NA
"Kurzzeitpflegeplätze in Krankenhäusern finanzieren 137","Fund short-term care places in hospitals 137",NA,NA
"Beendigung des Pflegenotstands 137","Ending the nursing shortage 137",NA,NA
"Vorfahrt für die häusliche Pflege 138","Right of way for home care 138",NA,NA
"Vereinfachung und bessere Übersichtlichkeit in der sozialen Pflegeund gesetzlichen Krankenversicherung 139","Simplification and better clarity in social long-term care and statutory health insurance 139",NA,NA
"Arzneimittelversorgung verlässlich machen 139","Making drug supply reliable 139",NA,NA
"Organspende, Sterbehilfe 140","Organ donation, euthanasia 140",NA,NA
"Cannabis nur in der Medizin 140","Cannabis only in medicine 140",NA,NA
"Antibiotikaresistenzen vermeiden und konsequent begegnen 141","Avoiding and consistently countering antibiotic resistance 141",NA,NA
"Den Beruf des Heilpraktikers erhalten 141","Preserving the profession of alternative medicine 141",NA,NA
"Anforderungen an ausländisches Personal im Gesundheitswesen 142","Requirements for foreign personnel in the health care sector 142",NA,NA
"Souveränität des Patienten über seine Daten herstellen 142","Establish patient sovereignty over their data 142",NA,NA
"WHO grundlegend reformieren 143","Fundamentally reform the WHO 143",NA,NA
"Bildung, Wissenschaft und Forschung 146","Education, science and research 146",NA,NA
"Mut zur Leistung statt Akademisierungswahn 146","The courage to perform instead of the academization mania 146",NA,NA
"Mehrgliedriges Schulsystem erhalten 146","Maintaining a multi-tier school system 146",NA,NA
"Berufliche Bildung stärken: Meister statt Master 147","Strengthening vocational training: Master craftsman instead of master 147",NA,NA
"Digitalisierung ist kein Selbstzweck 147","Digitization is not an end in itself 147",NA,NA
"Keine ideologisch motivierte Inklusion: Förder- und Sonderschulen erhalten 148","No ideologically motivated inclusion: Preserve special schools 148",NA,NA
"Bildung und Migration 148","Education and migration 148",NA,NA
"Neutralität der Schule wiederherstellen 149","Restoring the neutrality of the school 149",NA,NA
"Kompetenzorientierung entwertet Bildung 149","Competence orientation devalues education 149",NA,NA
"Deutsches Kulturgut im Unterricht vermitteln 149","Teaching German cultural heritage in the classroom 149",NA,NA
"Kein bekenntnisgebundener Islamunterricht an deutschen Schulen 150","No denominational Islamic instruction in German schools 150",NA,NA
"Kein Koranunterricht durch verfassungsfeindliche Moscheevereine 150","No Koran lessons by anti-constitutional mosque associations 150",NA,NA
"Keine Konfuzius-Institute an öffentlichen Bildungseinrichtungen 151","No Confucius Institutes at Public Educational Institutions 151",NA,NA
"Bologna ist gescheitert: Diplom und Magister wieder einführen 151","Bologna has failed: reintroduce Diplom and Magister 151",NA,NA
"Autonomie der Hochschulen stärken, Freiheit von Forschung und Lehre bewahren 151","Strengthening the autonomy of universities, preserving freedom of research and teaching 151",NA,NA
"Kein Geld für „Gender Studies“, keine Gender-Quoten 152","No money for ""gender studies,"" no gender quotas 152",NA,NA
"Kultur 156","Culture 156",NA,NA
"Deutsche Leitkultur statt „Multikulturalismus“ 156","German Leitkultur instead of ""Multiculturalism"" 156",NA,NA
"Kulturförderung 157","Cultural promotion 157",NA,NA
"Brauchtum und Gedenken 158","Customs and commemoration 158",NA,NA
"Medien 162","Media 162",NA,NA
"Den öffentlich-rechtlichen Rundfunk neu gestalten 162","Redesigning Public Service Broadcasting 162",NA,NA
"„Cancel Culture“ bekämpfen 162","""Cancel Culture"" fight 162",NA,NA
"Meinungsfreiheit statt Tugendterror 163","Freedom of Expression Instead of Virtue Terror 163",NA,NA
"Bauen, Wohnen, Mieten 166","Building, living, renting 166",NA,NA
"Wohneigentumsförderung 167","Home ownership promotion 167",NA,NA
"Mehr Wohngeld statt sozialem Wohnungsbau 168","More housing subsidies instead of social housing 168",NA,NA
"Klima, Energie, Technik und Digitalisierung 172","Climate, energy, technology and digitization 172",NA,NA
"Dem Klimawandel positiv begegnen 172","Responding positively to climate change 172",NA,NA
"Kernforderungen zur Klimapolitik 173","Core demands on climate policy 173",NA,NA
"Technischen Fortschritt begrü.en 173","To welcome technical progress 173",NA,NA
"Energie – Nein zum „Green Deal” 174","Energy - No to the ""Green Deal"" 174",NA,NA
"Digitalisierung muss uns Menschen dienen 178","Digitization must serve us humans 178",NA,NA
"Datenschutz und Datensicherheit 180","Data protection and data security 180",NA,NA
"Infrastruktur ist die Grundlage für den weiteren Ausbau der Digitalisierung 181","Infrastructure is the basis for the further expansion of digitization 181",NA,NA
"Digitalisierung der öffentlichen Verwaltung 182","Digitization of public administration 182",NA,NA
"Digitale Souveränität 182","Digital sovereignty 182",NA,NA
"8 Inhaltsverzeichnis 9","8 Table of contents 9",NA,NA
"Verkehrspolitik 183","Transport policy 183",NA,NA
"Motorisierten Individualverkehr schützen 183","Protect motorized private transport 183",NA,NA
"Bundesautobahnen entlasten – Transitverkehr auf Schiene und Wasserwege verlagern 184","Relieve congestion on federal highways - shift transit traffic to rail and waterways 184",NA,NA
"Flugverkehr als Wirtschaftsfaktor stärken 185","Strengthening air traffic as an economic factor 185",NA,NA
"Die deutsche Automobilindustrie als Leitindustrie erhalten 185","Maintaining the German automotive industry as a leading industry 185",NA,NA
"Stadt und Land gleichrangig entwickeln 186","Develop urban and rural areas on an equal footing 186",NA,NA
"Landschaft als Teil regionaler Identität 187","Landscape as part of regional identity 187",NA,NA
"Infrastruktur 188","Infrastructure 188",NA,NA
"Kommunen stärken – Erfüllung der Pflichtaufgaben sicherstellen 188","Strengthening municipalities - ensuring fulfillment of mandatory tasks 188",NA,NA
"Ausbau digitaler Infrastrukturen beschleunigen 188","Accelerating the expansion of digital infrastructures 188",NA,NA
"Nord Stream 2 endlich fertigstellen 189","Finally complete Nord Stream 2 189",NA,NA
"Landwirtschaft, Umwelt- und Verbraucherschutz 192","Agriculture, environmental and consumer protection 192",NA,NA
"EU-Agrarpolitik renationalisieren 193","Renationalize EU agricultural policy 193",NA,NA
"Grüne Berufe wertschätzen 193","Valuing green professions 193",NA,NA
"Familienbetriebe in den Mittelpunkt stellen 194","Focus on family farms 194",NA,NA
"Düngung am Bedarf der Pflanze orientieren 194","Orient fertilization to the needs of the plant 194",NA,NA
"Tierwohl, Haltung und Transport weiterentwickeln 195","Further develop animal welfare, husbandry and transport 195",NA,NA
"Schutz der heimischen Ökosysteme verbessern 196","Improve protection of native ecosystems 196",NA,NA
"Zeitgemäßes Wildtiermanagement umsetzen 196","Implementing contemporary wildlife management 196",NA,NA
"Unsere Wälder schützen und bewahren 197","Protecting and preserving our forests 197",NA,NA
"Gesunde Lebensmittel aus heimischer Produktion fördern 198","Promote healthy food from local production 198",NA,NA
"Transparenz im Verbraucherschutz ausbauen 198","Expanding transparency in consumer protection 198",NA,NA
"Wasserversorgung in öffentlicher Hand belassen 199","Leave water supply in public hands 199",NA,NA
"Ausbau von erneuerbaren Energien einschränken 199","Restrict expansion of renewable energies 199",NA,NA
"Index 202","Index 202",NA,NA
"Demokratie und Rechtsstaat","Democracy and the rule of law","H",NA
"Das Volk ist der Souverän","The people are the sovereign","H",NA
"Die Regierungspolitiker in Bund und Ländern haben mit ihrer Flüchtlings-, Europa- und Corona-Politik die Prinzipien der deutschen Staatlichkeit, des Rechts und der Verfassung vielfach verletzt.","With their refugee, European and Corona policies, government politicians at the federal and state levels have in many cases violated the principles of German statehood, law and the constitution.","305.2",NA
"Zugleich haben sich die Volksvertreter der etablierten Parteien den grundgesetzlich garantierten Parlamentsvorbehalt für alle wichtigen Entscheidungen im Staat ohne Widerstand nehmen lassen.","At the same time, the representatives of the established parties have allowed themselves to be deprived of the parliamentary prerogative guaranteed by the Basic Law for all important decisions in the state without resistance.","202.1",NA
"Die Bundesregierung kommt ihrer Pflicht, Vertragsbrüchen und Selbstermächtigungen durch EU-Institutionen entgegenzutreten, nicht nach.","The German government is not fulfilling its duty to counter treaty violations and self-empowerment by EU institutions.","110",NA
"Einzelne rechts- und verfassungswidrige Maßnahmen wurden zwar durch mutige Richter in Hunderten von Urteilen zu Fall gebracht.","Individual unlawful and unconstitutional measures have been overturned by courageous judges in hundreds of rulings.","605.1",NA
"In unserem Land hat sich aber eine politische Klasse herausgebildet, deren vordringliches Interesse ihrer Macht, ihrem Status und ihrem materiellen Wohlergehen gilt.","In our country, however, a political class has emerged whose primary interest is its power, status and material well-being.","304",NA
"Diese setzt die soziale und kulturelle Zukunft unseres Volkes, die Stärke unserer Wirtschaft und damit unseres Wohlstandes aufs Spiel und stellt Multikulturalität, Diversität, Globalisierung und vermeintliche Gendergerechtigkeit über alles.","This puts the social and cultural future of our people, the strength of our economy and thus our prosperity at risk and puts multiculturalism, diversity, globalization and supposed gender justice above all else.","601.1",NA
"Sie hält die Schalthebel der staatlichen Macht, der politischen Bildung und des informationellen und medialen Einflusses auf die Bevölkerung in Händen.","It holds the levers of state power, political education and informational and media influence over the population.","304",NA
"Deshalb halten wir die unmittelbare Demokratie für ein unverzichtbares Mittel, um dem autoritären und teilweise totalitären Gebaren der Regierungspolitiker Einhalt zu gebieten.","That is why we consider direct democracy to be an indispensable means of putting a stop to the authoritarian and sometimes totalitarian behavior of government politicians.","202.4",NA
"Volksabstimmungen nach Schweizer Modell","Referendums based on the Swiss model","H",NA
"Die AfD fordert Volksentscheide nach Schweizer Modell auch für Deutschland.","The AfD is calling for referendums based on the Swiss model for Germany as well.","202.4",NA
"Die uneingeschränkte Volkssouveränität in ihrer fast 200 Jahre bewährten und optimierten Gestaltung hat dem eidgenössischen Bundesstaat eine fortwährende Spitzenstellung in Wohlstand, Frieden und Freiheit gewährleistet.","Unrestricted popular sovereignty, in its nearly 200 years of proven and optimized design, has ensured the federal state's continued leadership in prosperity, peace and freedom.","202.4",NA
"Durch die Volksabstimmungen wollen wir die Flut der oftmals unsinnigen Gesetzesvorlagen eindämmen und die Parlamente zu sorgfältiger Arbeit zwingen.","Through referendums, we want to stem the tide of often nonsensical bills and force parliaments to work carefully.","202.4",NA
"Unangemessenen Beschlüssen der Abgeordneten in eigener Sache wollen wir einen Riegel vorschieben.","We want to put a stop to inappropriate decisions by members of parliament on their own behalf.","304",NA
"Hierzu zählen etwa die Diäten, Fraktions- und Parteienfinanzierung sowie die Finanzierung von „parteinahen“ Stiftungen.","These include, for example, parliamentary allowances, parliamentary group and party financing, and the financing of ""party-affiliated"" foundations.","304",NA
"Der Wortbruch der etablierten Parteien bezüglich des Euros und die immer weitere Zentralisierung der EU bedrohen die Zukunft unseres Landes (sowie der nachfolgenden Generationen).","The reneging of the established parties regarding the Euro and the ever further centralization of the EU threaten the future of our country (as well as the generations to come).","110",NA
"Diese fatale Politik wollen wir beenden.","We want to put an end to this fatal policy.","110",NA
"Die Einführung von Volksabstimmungen nach Schweizer Modell ist für die AfD nicht verhandelbarer Inhalt jeglicher Koalitionsvereinbarungen und beinhaltet insbesondere folgende Elemente:","For the AfD, the introduction of referendums based on the Swiss model is a non-negotiable part of any coalition agreement and includes the following elements in particular:","202.4",NA
"Ohne Zustimmung des Volkes darf das Grundgesetz nicht geändert und kein bedeutsamer völkerrechtlicher Vertrag geschlossen werden.","The Basic Law may not be amended and no significant international treaty may be concluded without the consent of the people.","202.4",NA
"Wir wollen dem Volk das Recht geben, den Abgeordneten auf die Finger zu schauen und vom Parlament beschlossene Gesetze zu ändern oder abzulehnen.","We want to give the people the right to keep an eye on their representatives and to amend or reject laws passed by Parliament.","202.4",NA
"Das Volk soll die Möglichkeit erhalten, Gesetzesinitiativen einzubringen und per Volksabstimmung zu beschließen.","The people are to be given the opportunity to introduce legislative initiatives and pass them by popular vote.","202.4",NA
"Hierbei soll es jenseits des Art. 79 Abs. 3 GG keine thematischen Beschränkungen geben.","There shall be no thematic restrictions beyond Article 79 (3) of the Basic Law.","202.4",NA
"Die Qualität der Entscheidung der Bürger muss gesichert werden durch einen ausgeprägten und autonomen Prozess der Willensbildung, durch Informationspflichten und -rechte und eine breite gesellschaftliche Debatte.","The quality of the citizens' decision must be ensured by a distinct and autonomous process of will formation, by information obligations and rights, and by a broad social debate.","202.4",NA
"Auch die Parlamente sollen die Möglichkeit erhalten, eine Volksabstimmung zu initiieren.","Parliaments should also be given the opportunity to initiate a referendum.","202.4",NA
"Als einzige der im Bundestag vertretenen Parteien halten wir das deutsche Volk für ebenso mündig wie das der Schweizer.","As the only party represented in the Bundestag, we consider the German people to be just as responsible as the Swiss.","202.4",NA
"Entgegen anderslautenden Behauptungen entscheiden Bürger in Schicksalsfragen der Nation weitsichtiger, friedfertiger und gemeinwohlorientierter als Berufspolitiker.","Contrary to claims to the contrary, citizens are more far-sighted, peaceful and public-spirited than professional politicians when it comes to deciding the fate of the nation.","202.4",NA
"Das ist die Lehre aus der Wiedervereinigung, aus der Ablehnung des „EU-Verfassungsvertrags“ durch das französische und das niederländische Volk und der Entscheidung des Vereinigten Königreichs, aus der Europäischen Union auszutreten.","This is the lesson of reunification, of the rejection of the ""EU Constitutional Treaty"" by the French and Dutch people, and of the United Kingdom's decision to leave the European Union.","202.4",NA
"Wir vertrauen nicht mehr darauf, dass Regierungen und Parlamente zu Währungskrisen, Migration, Islamisierung oder zur Energiewende tragfähige Lösungen finden.","We no longer trust governments and parliaments to find viable solutions to currency crises, migration, Islamization or the energy transition.","202.4",NA
"Das Volk als Souverän muss in direkter Mitbestimmung Träger solcher schicksalhaften Entscheidungen sein.","The people as sovereign must be the bearers of such fateful decisions in direct co-determination.","202.4",NA
"Die Gewaltenteilung gewährleisten","Ensure the separation of powers","H",NA
"Zahlreiche Gesetze und die politische Praxis haben die Gewaltenteilung in Deutschland als Kernelement des Rechtsstaats über die Jahre in Gefahr gebracht","Over the years, numerous laws and political practice have jeopardized the separation of powers in Germany as a core element of the rule of law","202.1",NA
"und zu einer überbordenden Staatsgewalt geführt:","and led to excessive state power:","201.1",NA
"Ehemalige Politiker auf Richterstühlen, Abgeordnete, die zugleich Kanzler, Ministerpräsident oder Minister sind und sich insoweit selbst kontrollieren, sowie parteipolitische Netzwerke, die durch verbotene, verfassungswidrige Ämterpatronage entstehen, können nicht länger toleriert werden.","Former politicians on judges' chairs, members of parliament who are also chancellors, prime ministers or ministers and to that extent control themselves, and party-political networks created by forbidden, unconstitutional patronage of office can no longer be tolerated.","304",NA
"Öffentliche Ämter sind ausschließlich nach „Eignung, Befähigung und fachlicher Leistung” zu vergeben (Art. 33 Abs. 2 GG).","Public offices are to be awarded exclusively on the basis of ""suitability, ability and professional performance"" (Article 33 (2) of the Basic Law).","304",NA
"Entpolitisierung der Justiz","Depoliticization of the judiciary","H",NA
"Die AfD will die Einflussnahme der politischen Parteien auf die Ernennung von Richtern und Staatsanwälten beenden.","The AfD wants to end the influence of political parties on the appointment of judges and prosecutors.","202.1",NA
"Auch wollen wir die Praxis ändern, dass die Staatsanwaltschaft weisungsgebunden und im Einzelfall dem Justizminister berichtspflichtig ist.","We also want to change the practice of the public prosecutor's office being bound by instructions and reporting to the Minister of Justice in individual cases.","202.1",NA
"Die Unabhängigkeit der dritten Gewalt muss durch eine Selbstverwaltung der Justiz ausgebaut werden, wie es in vielen anderen europäischen Ländern bereits üblich ist.","The independence of the third estate must be expanded through self-administration of the judiciary, as is already the case in many other European countries.","202.1",NA
"Wir unterstützen daher den Modellvorschlag des Deutschen Richterbundes, einen Justizwahlausschuss und einen Justizverwaltungsrat einzurichten.","We therefore support the model proposal of the German Judges' Association to establish a Judicial Election Committee and a Judicial Council.","202.1",NA
"Insbesondere die Verfassungsgerichte und Rechnungshöfe sind vor parteipolitischer Einwirkung zu schützen.","In particular, the constitutional courts and audit offices must be protected from partisan political influence.","202.1",NA
"Verfassungsschutz reformieren","Reform constitutional protection","H",NA
"Der behördlich organisierte „Verfassungsschutz” muss schnellstmöglich auf den Prüfstand gestellt und so reformiert werden, dass er in Zukunft nicht mehr als parteipolitisches Instrument gegen politische Gegner missbraucht werden kann.","The officially organized ""protection of the constitution"" must be put to the test as quickly as possible and reformed in such a way that it can no longer be misused as a party-political instrument against political opponents in the future.","202.1",NA
"Trennung von Amt und Mandat und Kampf der Ämterpatronage","Separation of office and mandate and the fight against office patronage","H",NA
"Kanzler, Ministerpräsidenten und Minister dürfen nicht mehr zugleich Abgeordnete sein.","Chancellors, prime ministers and ministers may no longer be members of parliament at the same time.","304",NA
"Die Institution der parlamentarischen Staatssekretäre ist abzuschaffen.","The institution of parliamentary state secretaries must be abolished.","304",NA
"Dies gilt auch für das Institut der „politischen Beamten“ in der Staatsverwaltung - vom Ministerialdirektor bis zum Polizeipräsidenten.","This also applies to the institute of ""political officials"" in the state administration - from ministerial directors to police chiefs.","304",NA
